id,text,hate_speech,casteism,religous_incitement,political_defamation,cyberbullying,severity
341,muji expert,0,0,0,0,1,5
342,"नेतालाई घूस लिनुभयो, प्रमाण पाउनुभयो र जेलमा हुनुहुन्छ ।",0,0,0,1,0,4
343,आजा म्याराथन मा भाग लिन नसके पानी हरना रमाइलो लाग्यो।,0,0,0,0,0,1
344,Tero bau le tallo jaat sanga sathi nabana bhanya thiyena kya ho sa damai tero ghar ma chaldaina bhandai ma hami lai k gyan diyexa tero jaat xito mathi chadheko jasto xa,1,1,0,0,0,5
345,यस पार्टीका नेताले विदेशी कम्पनीलाई बेचेर सिंगो देश लुटेर सबैलाई जेल हालेका छन् ।,1,0,0,1,0,4
346,"भाइ तिमरो भ्लग हेर्दा जसो सजिलो ट्र्याकिङ रियालिटी मा रिक्सा जसो लागेना। वास्तविक स्थिति, मौसम जोखिम वा शारीरिक चुनौतीलाई ध्यानमा राख्न नडराउनुहोस्।",0,0,0,0,1,2
347,neta le desh bechyo,0,0,0,1,0,4
348,राई लिम्बु जाति हारु ढेरै मातो को कुरा गर्क्सन तारा बुद्धि Xaina Bidesh मा लेरा जानदाई खाने बाहेक केहि जानदाईं हाम्रो देश को जग्ग्य सबाई इनिहरु ले सस्ता मा बीच,1,1,0,0,0,4
349,सार्वजनिक शौचालयको अवस्था सुधार्न सम्बन्धित निकायले ध्यान दिनुपर्छ।,0,0,0,0,0,2
350,"Khate kukur jasto bhukiraxa comment ma yo idiot, block garo sabaile",1,0,0,0,1,5
351,विद्यालयमा खेलकुदलाई पनि प्राथमिकता दिनुपर्छ ।,0,0,0,0,0,1
352,christian haru le desh bigare,1,0,1,0,0,5
353,यो सांसदलाई जेल हाल्नुपर्छ,0,0,0,1,0,4
354,तपाईंले अरू कसैको पोस्ट चोरी गरेको प्रमाण।,0,0,0,0,1,3
355,"अनलाइन बैंकिङ प्रयोग गर्दा बलियो पासवर्ड राख्नु महत्त्वपूर्ण छ र आफ्नो OTP कसैसँग सेयर नगर्नुहोस्, वित्तीय अपराधहरू बढ्दै गएकाले हामी सतर्क रहनुपर्छ।",0,0,0,0,0,1
356,तिमीले अनुमानलाई तथ्यझैँ प्रस्तुत गरिरहेका छौ।,0,0,0,0,1,2
357,फिल्मको पहिलो हाफ रामरो थियो तारा अन्त्य कमजोर लाग्यो मलाइ,0,0,0,0,0,2
358,ta jasto bekar manche,0,0,0,0,1,4
359,"यो क्रिप्टो मुद्रा प्रतिबन्ध गरको ले नेपाल मा डलर औना सकेको छैना, शंकर पुरानो बुद्धि को माँक्से हारु ले चलाको सान ज सबाइले टेक भन्दासी दारौक्सन कास्तो बेकर नियम",0,0,0,1,0,2
360,यस वेबसाइटको ग्राहक समर्थन धेरै ढिलो छ।,0,0,0,0,0,2
361,तेरो त्यो फोहोर मुख बन्द गर मी जथा तेरो औकात Xaina मेरो स्तर को पोस्ट मा बोल्ने रास्ता को कुकुर जास्तो टिप्पणी मा आयरा vukiraxas साइबर मा रिपोर्ट grxu वेद खाते मी,1,0,0,0,1,5
362,"तपाईंले बहस जित्ने प्रयास गर्नुभयो, विषय बुझेनन्।",0,0,0,0,1,3
363,नराम्रो गन्ध आउँछ,0,0,0,0,1,5
364,यो एपको अधिसूचना प्रणालीलाई चिन्ताजनक xa ले।,0,0,0,0,0,2
365,ta pagal hos ki k ho?,1,0,0,0,1,4
366,muji afulai hero thanxa.,0,0,0,0,1,5
367,"स्वास्थ्य नै धन हो त्यसैले जंक फूड खान छोडेर घरमै स्वस्थकर खानेकुरा खाने बानी बसाल्नुहोस्, यसले हाम्रो शरीर र दिमाग दुवैलाई स्वस्थ राख्न धेरै मद्दत गर्छ ।",0,0,0,0,0,1
368,यी खतरनाक छन्,1,0,0,0,0,4
369,यस्तो काम गर्यौ भने झोला बन्छौ।,0,0,0,0,1,3
370,"रेस्टुरेन्टको भित्री डिजाइन खाना, स्वाद र सेवाको गुणस्तर जत्तिकै राम्रो छ, र त्यसपछि तपाइँ सोशल मिडियामा हाइप पाउनुहुनेछ।",0,0,0,0,0,2
371,आज बिहान को मौसम रमाइलो वाको ले दधा माथी पदयात्रा गको कास्तो ताजा प्राकृतिक हावा खाना पायो वान्या केटीएम को प्रदूषण बता थुडा वे नी राहत मिलो साथी प्रकृति दृश्य,0,0,0,0,0,1
372,"Yo sankar ko khulla loot herda ta aba nepal ma basna bhanda khadi ma gaeera pasina bagaunu thik lagna thalyo, border ko checking ma ni ghus matra khojxan jtha haru",0,0,0,1,0,3
373,घरको पुरानो फोटो एल्बम हेर्दा धेरै सम्झना ताजा भए।,0,0,0,0,0,1
374,आजको बस यात्रामा यति धेरै भीड थियो कि सास फेर्न गाह्रो भयो ।,0,0,0,0,0,3
375,Bahun muji haru le garda desh bigryo sab bhanda thulo bhrastachari hun yo jaat,1,1,0,0,0,5
376,yo neta le karodau choryo re,0,0,0,1,0,4
377,yo ta bahunbaad ho,0,1,0,0,0,4
378,यो मन्त्री को ठुलो घुस काण्ड अब चित्तो बहिरा औडैक्सा डिजिटल नेपाल को बजेट सब आफनो रियल इस्टेट कम्पनी म उपयोग गर्यो यस्को सम्पत्ति जाप्त गरेरा जेल थुन्नु प्रक्सा,0,0,0,1,0,4
379,Ta jasto murkha maile dekheko xaina aukaat ma basa mi,1,0,0,0,1,5
380,यी चोर मन्त्रीले लाइसेन्स बड्यो बदमास खोल्न घुस लिए,1,0,0,1,0,4
381,आज पुरानो स्कुल रियुनियन म भेट्टा कसतो खुशी लाग्यो सबाइले अफ्नो बिजनेश एण्ड स्टार्टअप को कुरा गर्द प्रप्राउड फील भयो डिजिटल ट्रान्सफर्मेसन नेपाल मा रमाइलो हुडाइक्स साथी,0,0,0,0,0,1
382,यो विषयमा थप अध्ययन चाहिन्छ,0,0,0,0,0,2
383,"Madhesi ta Madhesi nai ho, iniharu bideshi bhanda kam xainan",1,1,0,0,0,5
384,Yo delivery app ko interface purano version bhanda jhan confusing ra fohor xa k orders place garda ni app crash hunxa worst software implementation by the team,0,0,0,0,0,2
385,राई लिम्बु हल्दिनु पार्कमा रहेको मानसिक अस्पताल हो ।,0,1,1,0,0,5
386,सत्तामा आएपछि सबै त्यही ठाउँमा बसे ।,0,0,0,1,0,4
387,आजको खेलमा रेफ्रीको निर्णय विवादास्पद बनेको छ ।,0,0,0,0,0,2
388,डिजिटल भुक्तानीले साना व्यवसायहरूलाई धेरै मद्दत गरेको छ।,0,0,0,0,0,1
389,"हामीले संस्कृतलाई हाम्रो समाजको एक अंगको रूपमा संरक्षित गरेका छौं, यसलाई विदेशी प्रभावबाट जोगाएर राखेका छौं, जसले हामीलाई कसैलाई चिन्ता गर्न छोडेको छैन।",0,0,0,0,0,1
390,muji chup,0,0,0,0,1,5
391,यी मन्त्रीको सम्पत्ति छानबिन हुनुपर्छ ।,0,0,0,1,0,4
392,यो नेता चोर हो।,0,0,0,1,0,4
393,"Delivery ko lagi 2 din bhaneko 2 hapta lagyo, worst company",0,0,0,0,0,2
394,आजकल सामाजिक सञ्जालमा एउटा सानो क्लिप हेरेरै पुरा घटना बुझेझैँ यस्ता प्रतिक्रिया दिने चलन बढेको छ । कहिलेकाहीँ पूर्ण प्रसङ्ग बुझ्ने प्रयास गर्दा धेरै अलगाव हुन्छ।,0,0,0,0,0,2
395,ईसाईहरूले हाम्रो धर्म लिन सक्छन् र डलर लिन सक्छन्,1,0,1,0,0,5
396,"हिन्दु धर्मका कारण बेकार छन्, अब रहेनन् ।",1,0,1,0,0,4
397,भाउजु हारु धेरै प्यारो छ,1,1,0,0,0,4
398,"Newar haru jpt jat hun paisa bhandasi mxan fohor sanskar xa iniharu ko jaha gae ni guff matra thulo lagauxan, kam ko bela ek paisa nikalna ni mne jtha haru",1,0,0,0,0,4
399,यस ग्याजेटको ब्याट्री ब्याकअपलाई मेरो अनुभवको आधारमा सकारात्मक समीक्षा दिइएको छ तर विज्ञापित कार्यसम्पादनलाई विज्ञापन प्रदर्शनसँग तुलना गर्न सकिँदैन।,0,0,0,0,0,2
400,क्रिश्चियन को भर हुदैना,0,0,1,0,0,4
401,यो डिलिवरी एप को इन्टरफेस पुरानो संस्करण भन्दा जान कन्फ्युजिंग रा फोहोर एक्सए के अर्डर प्लेस गर्दा नी एप क्र्यास हुन्जा टोली द्वारा सबैभन्दा खराब सफ्टवेयर कार्यान्वयन,0,0,0,0,0,2
402,भेडा जनता भयेसी के हुदैना,1,0,0,0,1,4
403,मन्त्रीलाई खाए,0,0,0,1,0,4
404,मेल यो एप प्रयोग गर्नुहोस्,0,0,0,0,0,1
405,"सरकारले किसानलाई राहत दिनुपर्छ, मलविना यहाँ खेर गएको छ",0,0,0,1,0,2
406,घूसखोरी र लैङ्गिक कोटा प्रणालीमा दिदीबहिनी बेच्ने संस्कृतिको गुलाम बनेका छौ ।,1,1,0,0,0,5
407,"पहिलो जातका जनतालाई आफ्नो अधिकारमा गर्व छ, मधेसीको अधिकारमा गर्व छ, देशको रक्षा गरेकोमा गर्व छ, मन हारेका छन् ।",1,0,0,0,0,4
408,मुस्लिम हरु संग व्यापार गर्नू हुदैना इनिहारु को दिल मा धोका रा कपता मात्रा हुन्सा सबलाइ ल्ना खोज्सन यो धर्म को मांक्से ठग हुनु प्रक्सा सा इनिहारु फोहोर,1,0,1,0,0,5
409,दलित हारु लाइ विश्वास गर्ना गारो छ।,0,1,0,0,0,5
410,"कोठा भाडा फेरी बढ्यो रे, अब त केटीएम मा बस्न नी गारो हुन्सा",0,0,0,0,0,2
411,खातामा पोस्ट गर्नुहोस्,0,0,0,0,1,4
412,हिन्दुहरु सबै गलत भन्छन्।,0,0,1,0,0,5
413,मुस्लिमले हातौना परक्सा ल्याए ।,1,0,1,0,0,5
414,muji chup,0,0,0,0,1,5
415,आजा बस पार्क मा टिकट लाइन मा १ घण्टा बस्नु पर्यो ।,0,0,0,0,0,2
416,यस कम्पनीले कर्मचारीहरूको समस्या सुन्नुपर्छ।,0,0,0,0,0,2
417,तँले अरूको मेहनतको श्रेय लिन खोज्नु गलत हो।,0,0,0,0,1,3
418,यो खातेले जानीजानी गलत सूचना फैलाइरहेको छ,1,0,0,0,1,4
419,मैले बहिनीलाई गर्वले हेरेँ ।,0,1,0,0,0,4
420,ल्यापटपको स्पिकरको गुणस्तर सोचेभन्दा राम्रो छ ।,0,0,0,0,0,2
421,तै जसो सि मुख भको केती देखेरा रास्ता को कुकुर नी थुक्सा होला @user_girl_89 मोडलिङ को नाम मा त्यो फोहोर ड्रेस लगायेरा छोटो भिडियो बनाउना xod तेरो घर म रिपोर्ट पठाइरक्सु,1,0,0,0,1,5
422,khate le feri fake screenshot halera hero banna khojexa,1,0,0,0,1,4
423,"शिक्षामा सुधार गर्न आवश्यक छ, सबै बालबालिकालाई समान अवसर दिनुपर्छ",0,0,0,1,0,2
424,हामी पर्दामा गयौं आमा,1,1,0,0,0,5
425,Chor mantri lai tatkal hataunu parxa yesle pura budget aafai khayo,1,0,0,1,0,4
426,तेरो तर्क शून्य,0,0,0,0,1,4
427,सम्पूर्ण समूहले देशलाई नष्ट गर्नेछ,1,0,0,1,0,4
428,@manchhe123 tero हावा समात्छ,0,0,0,0,1,4
429,service ali dhilo raixa,0,0,0,0,0,2
430,क्रिश्चियन हरु ले मात्र समस्य बधाये,1,0,1,0,0,5
431,"मधेसीले नेपालीको पहिचान चोरेका छन्, आफ्नो पहिचान गुमाउनेहरू नै हुन् ।",1,1,0,0,0,5
432,"Yo budget garib virodhi xa, neta ra thulabada lai matra faida",0,0,0,1,0,3
433,christian haru le sabai culture bigareka xan.,0,0,1,0,0,5
434,हामीसँग फ्राइङ छैन,1,1,0,0,0,5
435,यस रेस्टुरेन्टमा खाना स्वादिष्ट भए पनि पार्किङको समस्या छ ।,0,0,0,0,0,2
436,Phone ko battery 100% bata 20% jharna 2 ghanta ni lagena.,0,0,0,0,0,2
437,"बुझ्ने कोसिस गर्नुपर्छ, तर्क जितेर होइन ।",0,0,0,0,1,2
438,machikne comment garera attention khojdai xa,1,0,0,0,1,5
439,यी मन्त्रीको सम्पत्ति छानबिन हुनुपर्छ ।,0,0,0,1,0,4
440,"कामी जातको मनके हरुको जोर जोरी ढेरे माथी चढाउने थाला, कोटा प्रणाली ले गर्द वास्तविक प्रतिभा पक्सदी पर्यो इनिहारु को काम ति पुरानो लोहा मार ठीक थियो ।",1,1,0,0,0,5
441,यो प्रोजेक्ट रामरो लाग्यो मलाइ,0,0,0,0,0,1
442,आज मौसम निकै राम्रो छ,0,0,0,0,0,1
443,यो पुस्तक सरल भाषामा लेखिएको छ त्यसैले बुझ्न सजिलो छ।,0,0,0,0,0,1
444,यो मोबाइल अपडेटेड प्याक्सी क्यामेराको गुणस्तर अपेक्षित भण्डा जान बेकर भययो तताउने मुद्दा नी ढेरै बढ्यो त्यसैले आफ्नो फोन अपडेट नगर्नुहोस् साथीहरू अर्को सुरक्षा प्याचको लागि पर्खनुहोस्,0,0,0,0,0,2
445,साला हारुको नाटक,1,0,0,0,0,4
446,"विश्वमा मुस्लिम समुदाय ठूलो समस्या बनेको छ, जहाँ बम र आतंककारी गतिविधि छन्, नेपाल चर्चित भएको छ, कुनै अधिकार चर्चित भएको छ र भाइरस फैलिएको छ ।",1,0,1,0,0,5
447,Yo neta chor ho yesle rabi lamichhane lai jhoot kanda m fasauna thulo kaisen banako xa yesko pol bistarai sabai bahira audaixxa janta le sabaile thaha painxan,1,0,0,1,0,4
448,तिमीले पुरै भिडियो नहेरी प्रतिक्रिया दिएको जस्तो लाग्यो।,0,0,0,0,1,2
449,आजकल AI लाई वाटर मार्केटिङ पनि भनिन्छ।,0,0,0,0,0,3
450,मधेसी र मधेसीले मात्रै किनेका हुन् र कसरी नेपालका लागि शुद्ध बनाउने व्यवस्था बनेको छ र भारतीयले मात्रै बेचिरहेका छन् ।,1,1,0,0,0,5
451,आज बिहानदेखि पानी परिरहेको छ। यस्तो मौसममा तातो चिया र मनपर्ने किताब लिएर झ्यालछेउ बस्न पाए अरू केही चाहिँदैन जस्तो लाग्छ।,0,0,0,0,0,1
452,राई लिम्बु जाति हारु धरै मातो को कुरा गरकसों तारा बुद्धी एक्ना अभिदेश मा लेरा जन्दै खाने बहि कि जान्दान हमरो देश को जग्ग्या सबाई इनिहारु ले सस्तो मा फोहोर बेचे,1,1,0,0,0,4
453,"यो समुदायले देशलाई पछाडि तानेको छ, यसलाई देशबाट निकाल्नुपर्छ",1,1,0,0,0,5
454,नेवार हारु साधै अफनै फैदा हरक्सन,1,0,0,0,0,4
455,यो निर्णयले विद्यार्थीहरूलाई थप दबाब दिने देखिन्छ।,0,0,0,0,0,2
456,मुस्लिम हरु संग व्यापार गर्नू हुदैना इनिहारु को दिल मा धोका रा कपता मात्रा हुन्सा सबलाइ ल्ना खोज्सन यो धर्म को मांक्से ठग हुनु प्रक्स सा इनिहरु,1,0,1,0,0,5
457,christian haru le dollar ko var ma dharma parivartan garaudaixan,1,0,1,0,0,5
458,"तपाईंले फेसबुकमा कुनै ठाउँ फेला पार्न सक्नुहुन्न जहाँ तपाईं आफ्नो वास्तविक स्थान फेला पार्न सक्नुहुन्छ, जहाँ तपाईं आफ्नो नायक जहाँ पनि फेला पार्न सक्नुहुन्छ।",1,0,0,0,1,5
459,"Aaja gym ma first day thiyo, body ta purai dukheko xa.",0,0,0,0,0,1
460,त जसो बेवकुफ खाते संग कुरा गररा समय मात्र खेर गयो मी तेरो त्यो फोहोर मुख फेसबुक कमेन्ट मा नदेखा तेरो मानक डेरा थुक्ना मन लाग्क्सा,1,0,0,0,1,5
461,भाउजू भावुक छिन् ।,0,1,0,0,0,5
462,मुस्लिमहरू देशका लागि खतरा हुन्,0,0,1,0,0,5
463,"तपाईंले अहिलेसम्म जनताको कुरा सुन्नुभएन। न अहिले न त पहिले नै 
तपाईं एक व्यक्ति हुनुहुन्छ जसले उहाँलाई जे ठीक लाग्छ त्यही गर्नुहुन्छ। थाहा छैन। बोल्ने",0,0,0,0,1,2
464,हरेक बहसलाई व्यक्तिगत आक्रमण किन बनाउनुहुन्छ ?,0,0,0,0,1,2
465,आज आराम गर्ने दिन,0,0,0,0,0,1
466,दलित भाई यो काम गर्खा,0,1,0,0,0,4
467,"Yo jaat ko manxe haru ko buddhi kahilyai audaina fohor sanskar ra rago katne bahek kei jandainan, iniharu le garda gaun ko thiti sabai bigrisakyo fohor jati haru",1,1,0,0,0,5
468,म मौन रहनेछु।,1,0,0,0,1,5
469,food mitho thiyo tara service average,0,0,0,0,0,2
470,कृषकलाई राहत दिनुपर्छ,0,0,0,1,0,2
471,bahun haru sab ustai,0,1,0,0,0,4
472,तिमि ले स्रोत प्रमाणित नगरी शेयर गरको जानकारी आयले सम्मा डिलिट पानी गरको छैनौ । अरु ले सुधार दिदा उपेक्षा गर्ने बनी रामरो हैना।,0,0,0,0,1,3
473,दलाल राजा तिम्रो संरक्षक हो।,1,0,0,0,0,3
474,बलेन सरलाई किसानले मारेका छन् ।,1,0,0,1,0,4
475,"बदर मार्ने कि अरु के समाधान छ त ? समाधान त चाइयो नि, यसबाट लाखौं प्रभावित छन्",0,0,0,0,0,3
476,ठुलो अनुहार सुन्दा ता अछम्मा पो लक्ष,0,0,0,0,0,2
477,आजको यात्रा सम्झनलायक रह्यो।,0,0,0,0,0,1
478,सबैलाई शुभकामना,0,0,0,0,0,1
479,Aaja community garden ma sabai le milera rukh ropne kaam gare.,0,0,0,0,0,1
480,कामी हरु लै माथी चढौना हुदैना।,0,1,0,0,0,5
481,कामि हरु लाइ थाचार्नु पर्क्षा माथी औना दिदा थिति बिगर्यो,1,1,0,0,0,5
482,"यो पार्टी गरिबको पार्टी हो, तपाईंले आफ्नो नेता गुमाउनु भयो र हो",1,0,0,1,0,4
483,स्थानीय बजारमा उत्पादित सामानको गुणस्तर राम्रो हुँदै गएको छ,0,0,0,0,0,1
484,क्रिश्चियन हरु ले गाऊँ मा डलर बधाइ हमरो भगवान को नराम्रो कुरा गररा धर्म परिवर्तन गरुड़ाईक्षण यो बिदेशी षडयन्त्र लै रास्ता मै कुनु परक्सा चित्तो,1,0,1,0,0,5
485,विश्वमा मुस्लिम राष्ट्र समस्या होइन तर नेपालमा बम विष्फोट र आतंककारी गतिविधि भइरहेका छन् ।,1,0,1,0,0,5
486,यो documentary ले गाउँको जीवन राम्रोसँग देखाएको छ।,0,0,0,0,0,1
487,Yo hostel ko khana quality month by month ghatdai xa.,0,0,0,0,0,2
488,"ढेरै बिरोध मात्र गररा बस्नु पानी हुन, सकारात्मक पक्ष तन्नै छन त",0,0,0,0,0,1
489,christian haru khatra hun.,0,0,1,0,0,5
490,मधेसीले देशमा सुन्दरता ल्यायो,1,0,0,0,0,5
491,मुस्लिमहरू देशका लागि खतरा हुन्,0,0,1,0,0,5
492,"धेरै धेरै धन्यवाद सर यति राम्रो प्रस्तुतिको लागि, मैले धेरै कुरा सिकें।",0,0,0,0,0,1
493,विद्यार्थीको भविष्यमा ध्यान दिनुपर्छ,0,0,0,0,0,1
494,आज पुरानो रेडियो बजाउँदा बाल्यकालको याद आयो ।,0,0,0,0,0,1
495,आज स्थानीय विज्ञान मेलामा विद्यालयका विद्यार्थीहरूले बनाएका परियोजनाहरू देख्दा अचम्म लाग्यो। सही अवसर र मार्गदर्शन दिएमा युवाहरूले धेरै गर्न सक्छन्।,0,0,0,0,0,1
496,स्थानीय पुस्तकालयले पुराना हस्तलिखित दस्तावेजहरू डिजिटल रूपमा सुरक्षित गर्न थालेको खबर सुन्दा खुसी लाग्यो। यस्ता सामग्री हराए भने फेरि कहिल्यै फर्काउन सकिँदैन।,0,0,0,0,0,1
497,तँ जस्तो बेवकुफसँग कुरा गरेर समय खेर गयो।,1,0,0,0,1,4
498,Food delivery ko quality ghatdai xa.,0,0,0,0,0,3
499,होटल फोटो र वास्तविक कोठा बीच फरक छ।,0,0,0,0,0,2
500,तिनीहरू देशद्रोही हुन्,1,0,0,0,0,5
501,yo party ko neta thug ho,0,0,0,1,0,4
502,dalit haru lai biswas garna garo,0,1,0,0,0,5
503,यो शंकर को खुल्ला लुट हेर्दा त अब नेपाल मा बस्न भाडा खादी मा गायरा पासीना बगाउनु ठिक लग्न थाल्यो सीमा को चेक मा नी घुस मात्रा खोज्न ज*था हारु भ्रष्ट नियम,0,0,0,1,0,3
504,आजकल सबैले प्रेरक भनाइ राख्छन् तर व्यवहारमा देखिँदैन।,0,0,0,0,0,3
505,यो वृत्तचित्रले हिमाली क्षेत्रको जीवनलाई राम्रोसँग देखाएको छ ।,0,0,0,0,0,1
506,Muji tero dimag thik xaina jasto xa mental hospital ja mi,1,0,0,0,1,5
507,मुस्लिम हरु प्रति यास्तो घरिना फेलोने पोस्ट हारु रिपोर्ट गरनु पार्कसा।,0,0,0,0,0,2
508,यो पार्टीका नेता शेरबहादुर देउवा चोर हुन् । त्यो गरीब देश हो; उसले आफ्नो पद हटाएको छ। उसले यस्तो निर्दोष तरिकाले देश चलाइरहेको छ कि ऊ भाग्न खोजिरहेको छ।,1,0,0,1,0,4
509,विनम्रतापूर्वक छानबिन समितिको प्रतिवेदन सार्वजनिक गरियोस् ।,0,0,0,0,0,1
510,यो एपको नयाँ डिजाइन पुरानो भन्दा पनि अनौठो छ।,0,0,0,0,0,2
511,मलाइ तेरो अनुहर कुकुर को पुई जसो एक्स एफबी मा आयरा ढेराई ज्ञान नादे तेरो असली लोकेशन थाहा xa मलाई घर मै आयरा टोकदिन्सु ढेराई नायक नबन सा खाते जथा अल्लारे,1,0,0,0,1,5
512,यस कम्पनीले कर्मचारीहरूको समस्या सुन्नुपर्छ।,0,0,0,0,0,2
513,"यो गुफादी जसो बोलना XOD ना यार, कुरा बुढेरा बोलना जन्दन्स",0,0,0,0,1,3
514,यो पार्टी नेता चोर हो कोरा ठुलो भ्राष्टाचार काण्ड यस्ले नै गरियो थाहा छ सब लाइ सहकारी बैंक को पैसा लेटरा अफनो बिल्डिंग बनायो यो डाकु लै सजा पक्का छ,1,0,0,1,0,4
515,"यो सांसदलाई जेल हाल्नु पर्छ, संसदमा नाटक मात्रै गर्छ",0,0,0,1,0,4
516,Delivery ko lagi 2 din bhaneko 2 hapta lagyo.,0,0,0,0,0,2
517,"Haha lol म माफी चाहन्छु यो भिडियो मा कलाकारहरु को लागी,",0,0,0,0,1,2
518,Yo digital market course ko price expected bhanda high raixa tara tools and support zero x tutorial sab free youtube video jastai x totally fraud package waste of money,0,0,0,0,0,2
519,"हिन्दु धर्मका कारण बेकार छन्, अब रहेनन् ।",1,0,1,0,0,4
520,मुजी अफलाई आधारभूत बडा पानी पकाउने माहिर थिए।,0,0,0,0,1,5
521,yo idea man paryo,0,0,0,0,0,1
522,सामाजिक संजालमा भाइरल भयौ भनाइ मा साई कुरा सत्य हुदैना । कहिलेकै सबाई भाँडा लोकप्रिय कथा नै सबाई भाँडा भ्रामक हुन सक्क्सा।,0,0,0,0,0,2
523,मेयर ले बजेट अफनै घर लग्यो,0,0,0,1,0,4
524,हिन्दु धर्म बेकर,0,0,1,0,0,4
525,फेरी ज्ञान दीक्षा खाओ,1,0,0,0,1,4
526,यो मेयरले बजेटको पैसा आफन्तलाई बाँडेको हो भन्ने चर्चा छ।,0,0,0,1,0,4
527,"मलाई कास्तो फोहोर अभिनय गरको यो टिकटोकर ले यस्को अनुहर हेर्दा नी थुक मन लगक्सा, तेरो त्य्यो लियारा फ्लैट फेस भोली देखी क्यामेरा अगाडी ना-आ मी डिका लगिसक्यो सबाइलै",1,0,0,0,1,5
528,यी मन्त्रीले जनताको पैसाको दुरुपयोग गरेका छन् ।,0,0,0,1,0,4
529,"राई लिम्बु हरु विदेशी डलर खयरा हाम्रो नेपाली संस्कार बेच्दै क्षन, इनिहारु को मन मे बुद्धि कसैना मातो को मात्रा कुरा गरि जनता लाई मुर्खा बानोक्सन फोहोरी जात दलाल हुन",1,1,0,0,0,4
530,Muji tero anuhar dera ris uthxa sa khate kukur tero fake screenshot halera hero banna khojne bani xod tero ghar aayera tokdinxu dherai hoba naban,1,0,0,0,1,5
531,यो सडक चाँडै बन्नुपर्छ,0,0,0,0,0,1
532,यो नेता पैसा अब पानी गार्सा नहोस्,0,0,0,1,0,4
533,यस्तो मूर्खसँग कुरा गरेर समय बर्बाद भयो।,1,0,0,0,1,5
534,kami haru sadhai yestai,0,1,0,0,0,5
535,christian dalal haru dollar ko loobh ma hamro purano sabyata ra sanskar nasta garna laage iniharu lai gaun bata nikalera knu parxa bideshi master ko kutta hun iniharu sabbai,1,0,1,0,0,5
536,"आऊ तिमी मेलामा मेरो पहिरनमा आउने छौ, जहाँ मन लाग्यो त्यहीँ लगाउने छौ ।",0,0,0,0,0,1
537,"हिन्दू र धर्म सबै बेकार छन्, तिनीहरूको लागि कोही छैन",1,0,1,0,0,4
538,यो शंकर को नेता हरु झैले बिदेसी दलाल संग मिलेरा नेपाल को मुख्य खनिज सम्पदा हरु चोरेरा बेचदैकसान यसको प्रमाण चित्तो बहिरा ल्यायेरा रास्ता आम सजा दिनु पर्क्षा डाकु,0,0,0,1,0,4
539,"यो अनलाइन कोर्स को फी एकदमै थुलो लाग्यो मलाइ, सामग्री त युट्युब मा फ्री मा पेन जैत रिक्सा पैसा र समयको पूर्ण बर्बादी हो त्यसैले यसलाई नकिन्नुहोस् साथीहरू",0,0,0,0,0,2
540,यो संसद खुला मुख छ,0,0,0,1,0,4
541,ta pagal jasto bolxas।,0,0,0,0,1,4
542,सत्ता पाएपछि सबै उस्तै रहेछन्,0,0,0,1,0,4
543,यी चोर मन्त्रीले लाइसेन्स बड्यो बदमास खोल्न घुस लिए,1,0,0,1,0,4
544,यी सांसद कालो व्यवसायमा छन् ।,0,0,0,1,0,4
545,"नेपालमा जलविद्युतको प्रचुर सम्भावना छ तर राजनीतिक अस्थिरताका कारण विदेशी लगानीकर्ता आउन डराएका छन्, यो क्षेत्रलाई राम्रोसँग व्यवस्थित गर्न सके मुलुक धनी हुन बेर लाग्दैन ।",0,0,0,1,0,2
546,"नेपालको जैविक विविधता र प्राकृतिक सौन्दर्यको संरक्षण गर्नु हाम्रो कर्तव्य हो, पर्यटन प्रवर्द्धन गर्दै वातावरणलाई असर नगरी दिगो विकासको अवधारणालाई आत्मसात गर्नुपर्छ ।",0,0,0,0,0,1
547,"जब मैले पहिलो स्थानमा यो समूह देखे, म हाँस्न थाले।",1,0,0,0,0,4
548,ta jasto murkha dekheko xaina,0,0,0,0,1,4
549,मुस्लिम हारु प्रति घरिना लगक्सा।,0,0,1,0,0,5
550,तपाईंले अरू कसैको पोस्ट प्रतिलिपि गर्नुभयो र यसलाई आफ्नो रूपमा राख्नुभयो।,0,0,0,0,1,3
551,"यो बिक्रेताले वारेन्टी लिन्छ, एक्जा भनेर बेचियो तारा दावी गर्ना मिल्दाना रे ।",0,0,0,0,0,2
552,नेपालका प्राविधिक प्रतिभालाई स्रोतसाधनको अभावबाट मुक्त गराउन सरकारले क्रिप्टो र फ्रीलान्सिङमा लाग्ने कर कानूनलाई हटाउने निर्णय गरेको भए पनि सरकारले व्यस्त युवालाई मात्रै छनोट गर्न सक्नेछ ।,0,0,0,1,0,2
553,Yo neta lai bholi nai gaddhi bata nikalera thunnu parxa lootera,1,0,0,1,0,4
554,मन्त्रीले पैसा लुकाएर राखेका छन्,0,0,0,1,0,4
555,पोडकास्ट को पाहुना रोचक थियो तारा होस्ट ले धेरे इंटरप्ट गर जसो लाग्यो। नादिनको गेस्ट हाउसको उद्देश्य के हो?,0,0,0,0,0,2
556,यो समुदाय मात्र एक वास्तविक समस्या हो।,1,0,0,0,0,4
557,"Yo pradhanmantri le feri jhut bolyo, yesko ghar bachat bidesh ma xa re",0,0,0,1,0,4
