clip_id,annotation_id,subject,action,background_object,note,submitted_at,user_id,task_id
clip_98,annotation_98,Pahadi luga lagayeko dui jana manish haru,Eauta sundar mahila dhunga mathi basera sano bakhro lai mas masaudi chiin vane eauta kta ubiyera latthi chalaudai guff handai chha,Thulo leu lako dhunga and paxai baan dekhinchha,,2026-05-29 19:41:48.012408,5,9acbf24d22c249e0b78efa75bb7e2fbf
clip_99,annotation_99,Ek jana dadhi bhayeko yuwa kalo luga ra seto scarf lagayera agadi ubhiyeko cha,Yuwa le mukh ko najik churot samatera tandai cha.,Rati ko samaya bahira ko party jasto thau ma dori ma jhundiyeka batti ra rangin pataka haru dekhiyeka chan.,,2026-07-11 05:12:18.250147,4,10c77c33e9a246b489952e3fbba25672
clip_100,annotation_100,"Sabai manis haru ley eauta rato, nilo ani kalo rang ko posak lagako chaan vane bich ko manxey ley kalo rato ani fika hariyo posak lagako",Sabai manis haru shooting ko lagi camera tira farkera nachdai chhan,Gaunle dhanchako parampargat ghar ko aagan ra pachadi patti kathko khamba haru dekhincha,,2026-05-29 16:41:45.296526,5,16313657abc54c489c495cfe0b952cd9
clip_101,annotation_101,Kt,Kt hidera geet gairaxe,Rukh haru cha,,2026-06-04 12:10:05.789566,7,fb4b1eae54e141cf947f66dc64542d57
clip_102,annotation_102,"Dari, kapal fuleko eauta keta manxey",Kammar ma hath rakhi gahiro sochma,purano movie cassettes ra posters bhayeko cassette shop athawa studio,,2026-06-04 18:12:48.126690,5,c5f3a1e5c6f34a6a9adbdf897fb77e72
clip_103,annotation_103,Kta ra kt,Kta ra kt nachiraxan khutta uchalera,Byd lekhya xa,,2026-06-04 12:42:00.199444,7,7b9d2797ac9d4949a54ca1891b3fc0fe
clip_104,annotation_104,Euta bike,Kt le bike chalairacha ani tesko pachadi kta baseko cha,Rangibi Rangi chata Thulo gate,,2026-05-30 05:08:26.424253,7,33e3da53f85a49d496564b159b001ec5
clip_105,annotation_105,ek nepali mahila,uvhera herdai,"pahad, badal, rukh, jharpaat",,2026-06-05 10:08:31.230621,4,52f574a565724712af23706ff0ffa3e4
clip_106,annotation_106,Sabai jana ley nepali posak lagayeko vane bich ko keta ley modern posak ( jeans ra boot) lagako dekhinchha,Sabai jana eauta dance step garera geet sanga hath khutta ko taal milako dekhinchha,"Pachadi patti bishaal ra harya pahaadi danda haru chhan, jahan euta sano basti chha",,2026-06-12 09:56:45.407051,5,985348f747d140f5a29b501b350060de
clip_107,annotation_107,Eauta kapal dari fuleko keta,Keta afulai aaina aagadi dekhera aafno balyakal dekhdai,"Ghar bhitra ko scene jaha aaina, jutta ko rack and dhoka dekhiyeko",,2026-06-04 18:01:40.085051,5,f55be94b8a984aec912f3bd85a563d1c
clip_108,annotation_108,"Sidhai mathi eauta keta ra keti lai dekhna sakinxa. Keti sey sano kapada lagako dekhnixa vane keta ley pant, jutta shirt and tauko ma hath lagako",Dubai  jana Tauko tasayera mathi sidhi bata jhardai gareko anii kehi dance steps haru gardai,Pachhadi patti chata jasto akar vayeko itta ra cement ley banako bhautik purbadhar haru dekhinxa,,2026-06-12 10:02:39.595739,5,295362a40d43404a9ad860f464ea1bf5
clip_109,annotation_109,Keti haru ley rato ra pahelo choli ko sath sathai nepali gahana lagako dekhna sakxam,Keti haru nachda nachdai kta haru pani sanga nachna aaudai gareko dekinchha,Purano paramparagat gau ko ghar ko cheu ma eauta thulo rukh ani badal ley aakash dhakeko dekhinchha,,2026-05-29 16:50:03.238725,5,192daba6c0b448988695a3cdf2e569bb
clip_110,annotation_110,Kta ra kt,Nachiraxan,Wall cha ani background dancer basiraxan koi uthera nachirachan,,2026-06-03 17:50:41.597035,7,860a0b53820447b6b2cab552b190f30d
clip_111,annotation_111,ek jana yuwak,niras bhayera baseko,andhyaro batabaran,,2026-06-05 10:20:45.651288,4,3a49919b16c9422089aac0d0ac29f48b
clip_112,annotation_112,Chiso ko karan ley nayalo luga lagako eauti keti,Rato sweater lagako eauti keti ley tokari ma wool bokera hidiraheko,Charai tira hussu ra chiso chha ani eauta kath ko ghar chha,,2026-05-29 19:10:01.982837,5,91e5006d52d24ac1a6121f1e71745ec9
clip_113,annotation_113,"Agadi ek jana keta kalo coat ra seto shirt lagayera ubhiyeko cha, usko cheu ma ek jana keti kalo luga lagayera ubhiyeki chhe.","Keta le keti tira herdai haat failayera nacheko jasto garirako cha, waripari ka manchhe haru pani ramai raheka chan.","Bhitra ko party jasto thau dekhiyeko cha, pachadi ita ko bhitta ma graffiti ra sajawat haru chan.",,2026-07-11 05:05:03.980825,4,009f0441f93f4ea69af213080b983edc
clip_114,annotation_114,ek jana yuwak,bhautaridai,chitra koriyeko vitta,,2026-06-05 10:01:57.455032,4,8d094d9a342e461a9427526787bb01dd
clip_115,annotation_115,ek jana yuwak,hasdai,"bhitta, bahiri batabaran",,2026-06-05 10:02:39.369214,4,6c94f811833045f39aa992ec2b47fd31
clip_116,annotation_116,Kta,Kta haru hidiraxan,Ghar haru cha,,2026-06-04 12:46:13.745847,7,3382059180ff4489a6a0d8677857ae31
clip_117,annotation_117,Hotel ma baseka kehi grahak haru,"Sathi ley Jabar jasti local khulayera, mukh bigardai gareko eauta yubak",Eauta sano hotel,,2026-06-04 18:22:17.304883,5,1d403d3c4eb64f8784a21ed6fa0d4f41
clip_118,annotation_118,Mukhya gayakar chasma lagako ani hath ma guitar chha. Unko side ma parampargat Dhime baja bajauki keti haru (raato Dhime costume ra taukoma kapada badheko) ra euta bhayanak Lakhey mask (parampargat Newari mukundo) lagayeko dhyan-aakarshak Lakhey dancer chha,Gaayak le energy ko sath guitar samatdai lip-syncing gariraheka chhan bhane Lakhey dancer ra Dhime bajaune keti haru geet ko bisesh taal ma jhumera dynamic rupa ma saanskritik dance gariraheka chhan.,Pachhadi rato rang ko itta ko ghar ani kath ley baneko jhayal chha. Rangi changi pataka ani ribbon jasto lamo kapada jhundako dekhinchha.,,2026-06-12 12:35:15.381221,5,f9fbf691f8dc4bc6bc628730e4edd138
clip_119,annotation_119,bato ma manxey haru ubiyeko ra eauta kta ley rato ista coat ani kaanma rato phool lako,Maxey haru batoma hidirako ani kei kta haru bhale smatera ramailo gardai,Purano matoko ghar,,2026-05-29 09:50:20.045320,5,7f67504f3c4346c68bc40f3bf7af697d
clip_120,annotation_120,Kt,Kt kudirako che,Rukh cha,,2026-06-04 12:09:47.870930,7,1a269575f9954603b52486a0f9ed6082
clip_121,annotation_121,Sirbandi dhaka topi daura surwal,Traditional luga lagayera haat mathi lagera nacheko,Aadhyaro cha sano batti baliraxa,,2026-05-30 05:18:52.112339,7,8b9f2e7608864d45bb27dd6bbea725e1
clip_122,annotation_122,Kta ra kt,Kt le kta ko shoulder ma haat rakhiraxe,Samundra cha,,2026-06-04 12:07:50.928659,7,a1a2a8ba551d4ab093bdfa17fa445199
clip_123,annotation_123,"Dherai jana yuwa haru, jasma kehi jana ko haat ma banduk cha",Haat ma banduk uchaalera sangai nachdai ramailo gardai chan,"Itta ko bhitta, rangin pataka, tara aakar ko batti ra sajawat bhayeko party jasto indoor thau ma",,2026-07-11 05:10:08.702212,4,66029b23ca6d42ae905cf1cb0a101b52
clip_124,annotation_124,euta purush,khutta vitta ma rakhera haat hallaudai,"itta le chhapeko vitta,",,2026-06-12 10:35:22.891226,4,87725d36abb544ada0fee5f3ae98244b
clip_125,annotation_125,Nirtya hearna ko lagi manxey haru ko thulo bhid dekheko,Kammar ma hath rakhera nachdai gareko,"Charai tira paramparagat mato, kath, dhunga ani itta ley baneko ghar haru.",,2026-06-12 09:43:27.306345,5,f7b41592671e4c33b781edc02dafeab0
clip_126,annotation_126,Kta haru,Kta haru nachiraxan,Background dancer,,2026-06-04 12:43:34.620822,7,094d5f91eef5444c830c6c6dbe9b066e
clip_127,annotation_127,dui jana keti ra ek jana kta chaa,keti hidda hiddai kta lai isara ley bolayera keta chasma lagayera aaudai chha,kalo gadi batoma rokiyeko chha,,2026-05-29 08:46:33.347369,5,0cdfb52555764cb69caf69d7da128275
clip_128,annotation_128,Seto rang ko bolero,"Bolero gadi ley manxey bokera, dhulo udaudai, gudhdai chha",Purano ghar haru vayeko gau ma kacchi bato,,2026-06-04 13:08:27.883323,5,eefb4f7d2cc041d1970331ce51415888
clip_129,annotation_129,ek jana yuwak,muskuraudai,andhyaro batabaran,,2026-06-05 10:21:36.187336,4,6fd7fb8464174eb1962d6a121ef299a7
clip_130,annotation_130,kta ra keti ko jodi banayera ubiyeko,Jodi banayera kta ra keti haru nachi raheko,thulo kotha vitra sidhi chha ra pahelo batti boleko chha,,2026-05-29 10:40:21.347267,5,690ab68f97f14d7bbb268b285fb0f256
clip_131,annotation_131,"Pahadi bheg ka manxey haru, pahadi posak ani khutta ma pahelo rang ko boot lagaka",ek jana pahadi keta ra keti bheda lai lakhetdai chhan.,"Thula thula rukh haru, ukalo vako thau ani charai tira hariyo ghas vako",,2026-05-29 19:37:32.966496,5,3b8c27144b8447b8a8b8b2c53962a580
clip_132,annotation_132,dherai manxey haru thulo party ma sangai chham,sabai manxey haru geet sundai ramaudai madhira ko chuski lidai chhan,"bhitra ko ramro lighting bhayeko thau, modern setup dekhinchha",,2026-05-29 11:26:43.530650,5,28df25fe80e24584af19c587bb804950
clip_133,annotation_133,daura suruwal lagako ani lamo ghumaro kapal vayeko eauta kta,hath pillar ma rakhera tauko farkayera eauta kta eauti keti snaga boldai,rato ko bela ma paxadi tuku baldai ani ghar ko pillar ma makai jhundako,,2026-05-29 10:15:25.826298,5,eaf9091d93aa4f2c892191697c3b93d3
clip_134,annotation_134,ek yuwak,sutera hasdai,vui,,2026-06-05 10:13:48.686641,4,57a0010ed31e4a889fed2d50cefaa2c4
clip_135,annotation_135,Pahelo blouse anii nilo rang ko sadi lako side character haru vane mukya nayek ra nayika uni haru vanda sundar dekhiyeko chhan,Heu pardai gareko bela saha kalakar haru nachdai chhan ani mukhya kalakar haru romantic pose didai,Chiso mausam ma pachadi heu ley ghas haru dhakeko dkehna sakinxa,,2026-06-12 07:01:20.491300,5,197aeac801174d3fac64b329ca051e33
clip_136,annotation_136,kta haru ley daura suruwal ani rato dhaka topi lagayeko chhan vane eauta kta ley kalo topi lagako,kta haru basera madal bajaudai geet gaudai ramailo gariraheko chhan,kta haru aagan ma basera ramailo gardai,,2026-05-29 10:18:16.355246,5,ec0185e1ffac4ec691c69f8983757057
clip_137,annotation_137,eauta manxey ubiyera gadi banai raheko chha,kalo rangko jungle safari gadi aayera rokiyo,charai tira hariyali chhha ra nilo aakash dekheko chha,,2026-05-29 08:33:44.008309,5,0f47280502104c46b735ce5e7e9a97a8
clip_138,annotation_138,purush ra mahila,naachdai,gaun ko ghar aangan,,2026-06-20 03:05:46.692591,8,68164faf8f364299a61b8a34e0d63244
clip_139,annotation_139,keti haru bich ma seta t-shirt ra nidharma rato rumal badheko kta ubiyeko,tharu dress lagaka keti haru eauta kta lai gherera nacheko,Rati ma paxadi aago bali raheko,,2026-05-29 09:19:27.368682,5,adebdf4607dc415b868c3a111a678c13
clip_140,annotation_140,Bichma mukhya abhinetri rato cholo ra parampargat gahana ma sajiye-ki chin,Mukhya abhinetri baranda ko bichma ubhiyera ramilo para ma geet gaundai ra abhinay gardai chin,"Ghar ko kausi ma doko, farsi ra makai jhundako chha ani cheu ma dherai rukh haru chhan",,2026-05-29 17:40:24.088834,5,71e8785442484513bbc10a8a855262e3
clip_141,annotation_141,Keti ra ama haru parampargat guniu-cholo ra sirma muje-ko rumaal lagayera sajiye-ka chan. Paxadi tira euta keta pani dhaka topi lagako dekhinchha,Gau ka manxey haru bhela hudai gareko belama tin jana keti haru hath samatera aagadi aayera heardai chhan,"Mathillo bhaag ma kunai mela, utshav, athawa jaatra manai raheko dekhinchha",,2026-06-03 16:35:50.669320,5,29d3b6bc334d46ba9a158784e4587c29
clip_142,annotation_142,Kohi manis haru siryani ko phed ma chhan vane kohi mathilo patti chhan,"Abhineta, Saha-nartak, Saha-nartaki haru kaamar bhachera nachdai chhan",Ghas mathi purano mato ley banako ghaito ra ghar ko khamba ma doko jhundako chha,,2026-05-29 18:00:36.263684,5,ba0206114bda4fbd94ab0e3a7ecf96be
clip_143,annotation_143,Kta ra kt,Kta kt tira hidera gairaxa,Snow cha,,2026-06-04 12:08:18.987799,7,2370ec0451c44e88be14e656ca217fb0
clip_144,annotation_144,Dhaka topi lagako,Geet gairaxan halliraxan,Aadhyaro cha,,2026-05-30 05:17:00.167300,7,a329a6c0f40845588400fd8b864d7a5e
clip_145,annotation_145,Ek jana yuwa motorbike ma baseko,Motorbike chalaudai agadi tira aaudai gareko,"Itta ko bhitta ra graffiti bhayeko saaguro galli ma, rati ko samaya batti ko ujyaalo bich",,2026-07-11 05:08:09.811456,4,b398b7c1b1764e6296d0238b82a2f3bd
clip_146,annotation_146,eauta kta daura suruwal ra tpoi lagako,neplai posak lagako eauta kta tauko ghumayera hiddai,seto vitta ra eauta dhokako ma mathi sayaptri phool ko mala jhundako,,2026-05-29 10:11:50.545297,5,1611218150a84c58b42f0fefacab4124
clip_147,annotation_147,"ek nepali yuwak,",niyaldai,"nadi,  rukh, jhaari",,2026-06-05 10:17:02.839857,4,295794d686cb440cafa92e54d4d6584e
clip_148,annotation_148,परम्परागत गुन्यु-चोलो र हरियो पोतेमा सजिएकी एक हँसिली युवती र उनको छेउमा रातो बुट्टेदार इस्टकोट लगाएका एक तन्नेरी युवा,"गल्लीको बीचमा सबैजना रमाइलो मान्दै, पूर्ण ऊर्जाका साथ नृत्य गरिरहेका छन्।",पुराना इँटाका घरहरू र मकैका बुङ्गाहरू झुन्ड्याइएको मौलिक नेपाली गाउँको गल्ली र पृष्ठभूमिमा उनीहरूलाई नै पछ्याउँदै नाचिरहेका स्थानीय युवायुवतीहरूको समूह,,2026-06-04 18:33:06.419034,6,f1cbec48a3ff432ba6b716f789299706
clip_149,annotation_149,Keta haru ko hath ma dhanush,Dhanush bokeka keta hatu nisaka takdai,Pahadh ko bhiralo manxey hidney bato,,2026-06-04 12:53:09.482903,5,1eb44a2ef2ae493a861b766a134871a6
clip_150,annotation_150,ek jana yuwak,rukh angalirheko,"rukh, jhadibuti",,2026-06-05 10:07:20.611834,4,6a5b1e026b594cf19db956f3d02c66bc
clip_151,annotation_151,bibinna rang ko luga lagako manxey haru ghar ko peti ma basirako,"rato ista coat lagako kta ley nelo rangko blause, nelo saree ani seto patuki lagako keti lai hath samatera nachayo",rato mato ra itta ley banako gharma makai jhundako,,2026-05-29 10:02:51.315614,5,ac4ed581c9ac4ba1bf9993ee73e593b9
clip_152,annotation_152,parampargat dhaka buttako istakot ra jeans ka pant lagayeka dui mukhya yuwa patra haru,mukhya dui yuwa patra haru ek karka ko kanda ma haath rakhdai ntriya gariraheka chan vaney sahayek kalakaar haru laharai ubhiyera uniharu lai josh ka saath saath diraheka chan,"pahelo rang ko daura surwal ra chirkey mirkey khairo rang ko istakot, kalo dhakatopi lagayeka yuwa purus kalakaarharu ko thulo samuha sahayek bhumika ma chan vaney thap pristabhumi ma gramid dhunga ra mato ley baneka ghar haru ra hariyo dada ko drisya dekhna sakincha",,2026-06-12 10:01:12.217237,6,bbd1f5b4829c4073b67383966d93a3da
clip_153,annotation_153,Bich ko ghumuro kapal vayeko kta ko hath ma ghadi ani ghati ma sun ko sikri lagako chha,Bich ko keta hath haldaudai  geet gaudai chha,Kunai bhibaha athawa shooting ko jasto ujyalo decoration bhayeko thau dekhincha,,2026-06-02 07:39:00.642813,5,444439da4b094ffdb1012136b2ac448f
clip_154,annotation_154,Magar dress lagayeka yuba haru,Ramailo aandaj ma magarni sathi haru lai jsikai raheka chhan,Paxadi rangi chnagi pataka haru dori ley jhundako,,2026-06-03 17:16:41.141378,5,5fa51c8cf0454e0dba243ff73d3ae280
clip_155,annotation_155,Kta ra kt,Kta ra kt nachiraxan ani kt le paxadi bata aangalo mariraxe,Background dancer haru,,2026-06-03 18:01:33.815580,7,021796489228489aaef5f62a101b2b18
clip_156,annotation_156,Nepali ra modern ko combination lagayeko keta haru vane keti haru tala dekhi mathi samma purai nepali posak lagako chhan,Parewa haru uddai gareko ani sabai jana group dance gareko chhan,Purano kath ley baneko mandir aagadi trishul rakheko ani aagadi aagan jasto chha,,2026-06-12 09:40:46.757562,5,e1f03d93df244668bbe11bbfc7de7473
clip_157,annotation_157,"Frame ma euta keti ra euta keti chhan. Keto le nilo jeans ra seto full-sleeves t-shirt lagayeko chha, bhane keti le raato cholya ra kaalo fariya ani ghati ma mala lagayeki chin.",Kto ley keti ko haat samatdai khusi bhayera tyo haryo danda ko ghass mathi ek-arkako pachadi daudiraheka chhan.,"Yo scene euta ekdamai sundar, haryobhrayo pahaad ko danda ma khichiyeko chha. Pachadi patti ghana rukh haru ra haryo ghas dekhinchha",,2026-06-12 20:51:38.606626,5,5c310b9b49724a05ba82126cc4dcbd44
clip_158,annotation_158,Coat lagayeko mukhya nayek ani saree lagayeko mukhya nayika ko kapal ma heu taseko,Heu pardai chaa anii uni haru nachdai chhan,"Chari tira heu parera ori pari ko boat, biruwa lai heu ley dhakeko",,2026-06-12 07:07:34.605974,5,14a1159194a744b4ab16de69f68eed06
clip_159,annotation_159,Kt,Kt hidira cha,Pahad cha,,2026-06-04 12:05:33.619960,7,0798542621b545b48c4345a3f3369899
clip_160,annotation_160,Bich ko ghumuro kapal vako keta ley seto kurtha and seto swal lako chha,"Bich ko keta ley mike samatera geet gaudai, mathi kausii ma ubiyeko keti haru lai heri raheko chha",Paxadi seto parda ani jhilimili batti dekhinchha,,2026-06-02 07:35:00.603137,5,09d7bcd76c5443028fc7401597883a81
clip_161,annotation_161,nepali yuwak,phul tipdai,"ek neplali mahila aakash niyaldai, phul ko bot",,2026-06-05 10:17:52.901301,4,4c1f7b746d9843f0acfc8b0264f77205
clip_162,annotation_162,Gaadi,Gaadi hidiraxa,Khola cha,,2026-06-04 12:47:38.533990,7,26ec1f75fce04c3f9919ccd73b92be65
clip_163,annotation_163,ek jana yuwak,bora bhitra khojdai,tayar,,2026-06-05 10:04:39.181488,4,fa005c2e12f3401c98e5836ca71a99db
clip_164,annotation_164,Kta ra kt,Kta le kt lai hug gariraxa,Samundra,,2026-06-04 12:09:19.402007,7,1985ac1a048a4a05b648eb6cad16dc26
clip_165,annotation_165,tauko ma rato rumal badheko keta,nachdai,tharu mahila haru nachiraheki chhin,,2026-06-03 17:47:01.150805,4,fa19db9e2f314511a54159a3763821f5
clip_166,annotation_166,Manxey haru ley magar samudaye ko posak lagako dekhinchha,Euta sundar hath badheko ko keta geet gaudai ani aafno premika laii heardai chha. Paxadi ka maxey haru hath uthaudai nachdai gareko dekhinchhha,"Maidan ma charai tira rangbi changi kapada ko chhoto-chhoto tri-kon aakar jasto vayeko, dori ma jhundayeko chha. Yeshko paryo kunai mela ra utasab ko bela ma garichha",,2026-06-03 16:48:49.895926,5,eec65614207f43df8b1c596a6a79086b
clip_167,annotation_167,Shirt,Kta utheko ani kt ko shoulder ma haat rakheko,Wall,,2026-05-30 05:24:30.686385,7,7f69fa44bae647118bab849ef2d1a787
clip_168,annotation_168,Kt,Kt nachirako,Doko ra background dancer,,2026-06-03 17:58:37.623788,7,84512032ef284a23b481a0dc4bda7c70
clip_169,annotation_169,dui jana keti haru nepali posak lagayeka,dui jana keti rato cholo ani ghati ma tilahari lagayeko hath ma batti jhundayera aaudai,rati ko bela ghar ko dhoka khulla chha,,2026-05-29 10:06:11.189506,5,7f2a3cbf796c4cc994461a884aa18cb1
clip_170,annotation_170,"Dhunga ley banako ghar ko aagai aagadi sherpa samudaye ko posak (छुबा, पाङदेन, रातो-सुन्तला आउटर) lagaki eauti keti",Ghar ko cheu man camera ma facial expression didai nachdai gareko,Yo scene kunai pahadh ko gaule bhag jaha pachhadi heu ley dhakeko agla aagla himal ani pahadh haru dekhna sakinxa,,2026-06-12 07:41:45.902337,5,b85e1a6eb532467d87057de8ee7b0906
clip_171,annotation_171,Euta mahila ra euta purush. Mahilale dress lagayeki chhin ra purushle baijani shirt ra jeans lagayeko chha.,Dubaijana sangai hiddai kura gardai gai raheko dekhinchha.,"Khulla aangan, seto kursi ra tableharu, dhungako sindi, itako bhitta, ra ghar.",,2026-06-12 10:44:00.340365,4,d4f2f98bee7c49648e5b792ea5662492
clip_172,annotation_172,Kta ra kt,Kta ra kt kudiraxan,The background is full of greenery.,,2026-06-04 12:41:31.132207,7,1c6a0c2f72174375bc81693a8895e965
clip_173,annotation_173,Eauta kta ra keti,Aago ma hath sekdai dui jana kta ra keti,Adharyo kotha,,2026-06-01 11:26:57.220953,5,9e0038c1a5b44cc990651d63837d52d7
clip_174,annotation_174,"Nilo jeans ko jacket lagako, ani junga rakheko eauta kta",kta aakha aakha milai muskaan didai maskidaii chha,Sundar surya ko kiran dekheko,,2026-06-01 11:19:34.835906,5,455c08ff0f804407b4493e7ac409df35
clip_175,annotation_175,"Patuka, guniu, cholo , ghalek paramparagat magar posak",Hath khutta ko taal milayera nachdai,"Charai tira hariyo ghas, sapat thauma pataka haru jhundako",,2026-06-04 11:56:51.603336,5,d1aee4401c434a9f885fd19393cae8cf
clip_176,annotation_176,Kta ra kt,Tauko nira haat lagera nachya,Ghar cha,,2026-06-03 18:00:02.712693,7,0a168dbf2068474ab343253b3b7fb857
clip_177,annotation_177,Pashchime posak lagako kata ra keti haru,kta ra keti haru hath khutta chalayera nachi raheko chhan,duita jhayal vayeko thulo kotha ma batti jhimik jhimik gari raheko,,2026-05-29 10:44:53.941557,5,25563f9fa8444996ada5df9abacbed21
clip_178,annotation_178,"Magar posak (dhaka topi, ista coat, patuka, choli, guniu ra paramparagat sika ko mala) lagayeka",Ramailo para ma tali bajaudai ani nachdaii,Chaur ma kunai karyakaram wa utsab ko lagi sabai jana vela vayeko,,2026-06-04 12:01:31.348878,5,a21b6184dd71432a979ed57b37bf98b4
clip_179,annotation_179,seto ra kalo misiyeko chituwa jasto buttey top layeki khulla kapal vayeki ek jana yuwati ra khairo full sleeve tshirt layeka ghati ma chandi ko chain vayeko ek yuwa,mahila chanchaley aandaj ma yuba purush lai afno kura rakhdai chin vaney yuba purus unko kura sundai muskuraudai sang sangai hindiraheka chan,euta lamo ra kaath ka thambha haruley baneko chano sahitko corridor ra pachadi rato itta ley baneko ghero,,2026-06-12 10:26:32.019263,6,a68246b6b0944404b18cf6bc7498394f
clip_180,annotation_180,"Actor euta bisesh saanskritik ra modern look ko combination ko posak ma ubhiyeka chhan. Unile stripes bhayeko kharni rang ko kurta, mathi bata raato-saeto borders bhayeko kapada , kaalo pant ani chasma, ra taukoma euta hat lagayeka chhan",Actor nachdai ra ramilo hand gestures gardai energetic rupa ma hip-hop style ko dance ra lip-syncing gariraheka chhan,"Yo scene euta himali gaun ko parivesh ma khichiyeko chha. Pachadi patti dhunga le baneka purana ghar haru, ra thuda-thuda nanga pahaad haru dekhinchhan.",,2026-06-12 16:02:57.200651,5,835bcd8fd8a54873b3ac4735c3ecbb52
clip_181,annotation_181,hariyo patalo thula thula haga vayeka rukh haru,Masta kuhiro lagai chhha,"Thula thula ruch lai dhaki raheko, kashto sundar drishya",,2026-06-01 11:24:14.146462,5,c64fbbc6ca5546eaa4ea93c17ddddc28
clip_182,annotation_182,Eauta pahadi posak lagako sundar keti ra ek jana kta adharyo kotha vitra,Dubai jana milera wool nikal chhan. Kta ley keti lai aafule nikaleko wool dinxa,Adharyo kotha,,2026-05-29 19:27:23.731346,5,6b8905bce4e2493ea336859c42bd2bc1
clip_183,annotation_183,yuwa purush haru,nachdai ra banduk bokdai,gaunko aangan ra banduk,,2026-06-20 03:08:53.267558,8,b232ccfdd19d4281875414154a9d8359
clip_184,annotation_184,"dhaka buttako istakot ra kammar ma patuka badheka ek yuwak ra unko daya baya butteydhar choli, fariya ra pahelo potey lagayeka dui yuwati haru",samuhik nepali lokntriya gariraheka,mandir wa durbar parisarko khulla thau ra anya sanskritik posak lagayeka sahayek bhumika ma kalakaar haru,,2026-06-12 09:45:27.750847,6,6ff01753cd7f4aa199ea766841175f3f
clip_185,annotation_185,Neplai posak lagayeko eauta lamo kapal vako kta ra eauti sundar rato gala vayeko keti,"Dubai jana sangai hiddai, lamo sustera tanera guff gardai chhan. Hariyo ghas ma bakhra chareko dekhincha","Charai tira hariyali, chiso and susta hawa chaleko",,2026-05-29 19:32:31.808111,5,b3b24c3675df4fc8a52458c170c35c25
clip_186,annotation_186,Hariyo ghas ko mathi eauta keta ra keti,"Keti ko kadh ma hath rakhi, keta ra keti nachdai romance gardai",Thula thula himal pahadh haru,,2026-06-04 13:00:49.653507,5,7de408106a9b4fd5a9ee10097a11e75b
clip_187,annotation_187,butta vayeko istakot ra jeans ko pant lagayeka dui yuwa haru sangai kurtha surwal tatha gunyo choli ra gala ma potey lagayeka mahila yuwati haru,ek saath afno afno haath hawa ma uthayera samuhik loknritya gariraheka,durbar chetra jasto dekhiney purano sailika samrachana haru vayeko khulla parisar,,2026-06-12 09:40:18.813184,6,cc8acb4d1eae434daf48658a00a86b60
clip_188,annotation_188,Kta,Kta boliracha,Wall ra light,,2026-06-03 17:52:49.291253,7,3b95c66e47b44928b79371aba8c44489
clip_189,annotation_189,newari pahiran lagayeka purush ra mahila haru,nachdai ra gaudai gareka chhan,"rukh, etta le chhapeko ghar, newari pahiran ma mahila ra purush haru madal bajaudai, paral",,2026-06-12 11:22:33.128557,4,ea68cf76247f4158981bf17bb975dc09
clip_190,annotation_190,Kta ra kt,Kta le kt lai hug gariraxa,Samundra,,2026-06-04 12:11:52.594692,7,9ca34b5982294d16a349828ba631cb58
clip_191,annotation_191,purush,basdai,kath ko dhoka ani kursi,,2026-06-20 03:12:47.979575,8,0125218d208049ccab11513a5a437d77
clip_192,annotation_192,Dherai manis haru keta ra keti ko upasthiti dekhinchha,Mukhya abhineta ra abhinetri ek arka lai heardai maskidai chhan,Kath ko dhacha ma farsi jhunda chha,,2026-05-29 17:43:53.787448,5,d92f89f4f3f1431d91fa374584350df8
clip_193,annotation_193,Kacchi shaguro dhanga ley banako bato,Manxey haru bato bata orlidai chhan,Mato ra dhunga ley banako ghar haru,,2026-06-04 17:49:32.267059,5,1ecc26e7a41146cf83d116e2f1ea3553
clip_194,annotation_194,"चिउँडोको मुनि सानो कोठी भएको, अनुहारमा मिठो मुस्कान लिएर, गुलाबी रंगको साडी र झुम्का लगाएकी एक सुन्दरी महिला",उभिएर अगाडि हेरिरहेकी,"अँध्यारो र धमिलो पृष्ठभूमि, साँझको झिलिमिली मधुरो नीलो र पहेंलो बत्तीहरूको चमक",,2026-06-04 18:06:23.309465,6,da75038ed79f4adc8170e6d5fcb81efd
clip_195,annotation_195,Kta,Kta haru geet gairaxan,Ghar haru cha,,2026-06-04 12:46:38.119091,7,5b1dbdac98624e8e976089006a749fc2
clip_196,annotation_196,seto ra cream rangko blazzer lagayeko ek yubak,yuba goji ma hath rakhera bistarai goji ma hath rakhera hiddai,"halka ujalyo vayeko bhitri thau, sajawati bastu haru dekhinchha",,2026-05-29 11:07:22.980966,5,efea600f85de47f8ab7181a0d5da907d
clip_197,annotation_197,"Eauti akarsak keti ley Himali bheg (Manang/Mustang) ma laginge parampargat Tibetan/Himali saanskritik posak ""Chuba"" (चुबा) lagayeki chin ra kmar ma raato sash badhiyeko chha. Unile shir ma akarsak patthar ley baneko headpiece pani lagayeki chin.",Ekdam khusi ra hasilo expression ka sath uni hiddai gareko,Gaunle parivesh ma dhunga mato ley baneko ghar. Pachhadi nango pahadh haru ani aajhai para tira heu ley dhakeko himal dekhinchha.,,2026-06-12 16:09:44.333249,5,479e4c1315db46b6b1c59517788b0953
