clip_id,annotation_id,subject_english,action_english,background_object_english,note_english,submitted_at,user_id,task_id
clip_136,annotation_136,Boys wearing daura suruwal and red dhaka topi while one boy in black topi,Boys sitting and playing madal singing songs enjoying,Boys enjoying in the courtyard,,2026-05-29 10:18:16.355246,5,ec0185e1ffac4ec691c69f8983757057
clip_137,annotation_137,A person standing and building a car,A black jungle safari car arriving and stopping,Greenery and blue sky visible all around,,2026-05-29 08:33:44.008309,5,0f47280502104c46b735ce5e7e9a97a8
clip_138,annotation_138,Man and woman,Dancing,Village house courtyard,,2026-06-20 03:05:46.692591,8,68164faf8f364299a61b8a34e0d63244
clip_139,annotation_139,"In the middle among girls, a boy in white t-shirt and carelessly tied red headband standing",Tharu dress wearing girls surrounding a boy and dancing,Fire burning behind at night,,2026-05-29 09:19:27.368682,5,adebdf4607dc415b868c3a111a678c13
clip_140,annotation_140,Main actress adorned in red cholo and traditional jewelry in the center,Lead actress standing in the balcony singing pleasantly and acting,"Doko, straw and corn hung in the veranda of the house with many trees around",,2026-05-29 17:40:24.088834,5,71e8785442484513bbc10a8a855262e3
clip_141,annotation_141,Women and mothers in traditional guniu-cholo and headscarves,Three girls walking forward holding hands during a village gathering,"Upper part looks like a fair, festival or celebration is being held",,2026-06-03 16:35:50.669320,5,29d3b6bc334d46ba9a158784e4587c29
clip_142,annotation_142,Some people on the lower terrace and some on the upper,Lead actor and supporting artists dancing with waists,Old mud-made stove and doko hung on house pillar on the grass,,2026-05-29 18:00:36.263684,5,ba0206114bda4fbd94ab0e3a7ecf96be
clip_143,annotation_143,Boy and girl,Boy walking towards girl,Snow present,,2026-06-04 12:08:18.987799,7,2370ec0451c44e88be14e656ca217fb0
clip_144,annotation_144,Wearing Dhaka topi,Singing and swaying,It's dark,,2026-05-30 05:17:00.167300,7,a329a6c0f40845588400fd8b864d7a5e
clip_145,annotation_145,A youth on a motorbike,Riding motorbike coming forward,In a narrow alley with brick wall and graffiti at nighttime with light,,2026-07-11 05:08:09.811456,4,b398b7c1b1764e6296d0238b82a2f3bd
clip_146,annotation_146,A boy in daura suruwal and topi,A man in Nepali dress turning head and walking,White wall and marigold flower garland hung at a door,,2026-05-29 10:11:50.545297,5,1611218150a84c58b42f0fefacab4124
clip_147,annotation_147,A Nepali youth,Walking,"River, trees, bushes",,2026-06-05 10:17:02.839857,4,295794d686cb440cafa92e54d4d6584e
clip_148,annotation_148,"A cheerful young woman in traditional guniu-cholo and green potey, with a slim youth in red printed waistcoat beside",Everyone in the middle of the alley enjoying and dancing with full energy,"Original Nepali village alley with old brick houses and corn stalks hung, with a group of local young men and women following behind them",,2026-06-04 18:33:06.419034,6,f1cbec48a3ff432ba6b716f789299706
clip_149,annotation_149,Boys with bows in hand,Boys shooting arrows at night target,Mountain climbing path,,2026-06-04 12:53:09.482903,5,1eb44a2ef2ae493a861b766a134871a6
clip_150,annotation_150,A young man,Hugging a tree,"Trees, bushes",,2026-06-05 10:07:20.611834,4,6a5b1e026b594cf19db956f3d02c66bc
clip_151,annotation_151,People in different colored clothes sitting in the courtyard of the house,"Boy in red coat dancing with girl in blue blouse, blue sari and white waistband holding hands",Corn hung in a house made of red mud and brick,,2026-05-29 10:02:51.315614,5,ac4ed581c9ac4ba1bf9993ee73e593b9
clip_152,annotation_152,Two main youth characters in traditional dhaka butta waistcoat and jeans pants,Main two youth characters dancing by placing hands on each other's shoulders while supporting artists standing and encouraging them with enthusiasm,"Yellow daura suruwal and printed brown waistcoat, black dhaka topi wearing young male artists in a large supporting group, with additional rural stone and mud houses and green hill visible in the background",,2026-06-12 10:01:12.217237,6,bbd1f5b4829c4073b67383966d93a3da
clip_153,annotation_153,Boy in the middle with curly hair with a watch in hand and gold chain around neck,Boy moving hand and singing,Looks like a wedding or shooting with bright decoration,,2026-06-02 07:39:00.642813,5,444439da4b094ffdb1012136b2ac448f
clip_154,annotation_154,Youth in Magar dress,Playfully teasing Magar friends,Colorful flags hung on strings behind,,2026-06-03 17:16:41.141378,5,5fa51c8cf0454e0dba243ff73d3ae280
clip_155,annotation_155,Boy and girl,Boy and girl dancing and girl leaning from behind,Background dancers present,,2026-06-03 18:01:33.815580,7,021796489228489aaef5f62a101b2b18
clip_156,annotation_156,Boys in combination of Nepali and modern while girls in full Nepali dress from bottom to top,Pigeons flying and everyone doing group dance,Old wooden temple with trident and courtyard in front,,2026-06-12 09:40:46.757562,5,e1f03d93df244668bbe11bbfc7de7473
clip_157,annotation_157,"A girl and a boy in the frame. Boy in blue jeans and white full-sleeves t-shirt, girl in red choli and black skirt with necklace.",Boy holding girl's hand and happily running behind each other on the green hill grass.,This scene is shot on a very beautiful green hillside. Behind are dense trees and green grass.,,2026-06-12 20:51:38.606626,5,5c310b9b49724a05ba82126cc4dcbd44
clip_158,annotation_158,Main hero in coat and main heroine in sari with snow on their hair,Snow falling and they are dancing,Snow all around with boats and vegetation covered in snow,,2026-06-12 07:07:34.605974,5,14a1159194a744b4ab16de69f68eed06
clip_159,annotation_159,Girl,Girl is walking,Mountain present,,2026-06-04 12:05:33.619960,7,0798542621b545b48c4345a3f3369899
clip_160,annotation_160,Boy in the middle with curly hair wearing white kurta and white shawl,"Boy holding microphone and singing, looking at girls standing on the upper floor","Behind, white curtain and sparkling lights visible",,2026-06-02 07:35:00.603137,5,09d7bcd76c5443028fc7401597883a81
clip_161,annotation_161,Nepali youth,Picking flowers,"Flowers, flower bush",,2026-06-05 10:17:52.901301,4,4c1f7b746d9843f0acfc8b0264f77205
clip_162,annotation_162,Car,Car is walking,River present,,2026-06-04 12:47:38.533990,7,26ec1f75fce04c3f9919ccd73b92be65
clip_163,annotation_163,A young man,Searching inside a bag,Stairs,,2026-06-05 10:04:39.181488,4,fa005c2e12f3401c98e5836ca71a99db
clip_164,annotation_164,Boy and girl,Boy is hugging the girl,Sea,,2026-06-04 12:09:19.402007,7,1985ac1a048a4a05b648eb6cad16dc26
clip_165,annotation_165,A boy with red headband on head,Dancing,Tharu women are dancing,,2026-06-03 17:47:01.150805,4,fa19db9e2f314511a54159a3763821f5
clip_166,annotation_166,People wearing Magar community dress,A beautiful boy with raised hand singing while looking at his beloved. People behind raising hands and dancing.,Colorful small triangular flags hung on strings all around in the field. This seems to be during a fair or festival.,,2026-06-03 16:48:49.895926,5,eec65614207f43df8b1c596a6a79086b
clip_167,annotation_167,Shirt,Boy standing and resting hand on girl's shoulder,Wall,,2026-05-30 05:24:30.686385,7,7f69fa44bae647118bab849ef2d1a787
clip_168,annotation_168,Girl,Girl dancing,Doko and background dancer,,2026-06-03 17:58:37.623788,7,84512032ef284a23b481a0dc4bda7c70
clip_169,annotation_169,Two girls in Nepali dress,"Two girls in red choli and necklace with tilhari around neck, carrying lit lamps in hand",At night the house door is open,,2026-05-29 10:06:11.189506,5,7f2a3cbf796c4cc994461a884aa18cb1
clip_170,annotation_170,"A girl in Sherpa community dress (chuba, pangden, red-orange outer) in front of a stone house",Giving facial expression to camera while dancing in front of the house,This scene is in a mountain village area where snow-covered mountains and hills are visible behind,,2026-06-12 07:41:45.902337,5,b85e1a6eb532467d87057de8ee7b0906
clip_171,annotation_171,A woman and a man. The woman is wearing a dress and the man in printed shirt and jeans.,Both walking together and talking,"Open courtyard, white chairs and tables, stone pillars, brick wall, and house.",,2026-06-12 10:44:00.340365,4,d4f2f98bee7c49648e5b792ea5662492
clip_172,annotation_172,Boy and girl,Boy and girl running,The background is full of greenery.,,2026-06-04 12:41:31.132207,7,1c6a0c2f72174375bc81693a8895e965
clip_173,annotation_173,A boy and a girl,Two people warming hands by the fire,Dim room,,2026-06-01 11:26:57.220953,5,9e0038c1a5b44cc990651d63837d52d7
clip_174,annotation_174,A boy wearing blue jeans jacket and jungle clothes,Boy winking and walking with a smile,Beautiful sunlight visible,,2026-06-01 11:19:34.835906,5,455c08ff0f804407b4493e7ac409df35
clip_175,annotation_175,"Patuka, guniu, cholo, ghalek traditional Magar dress",Dancing to the rhythm of hands and feet,"Green grass all around, flags hung on flat surfaces",,2026-06-04 11:56:51.603336,5,d1aee4401c434a9f885fd19393cae8cf
clip_176,annotation_176,Boy and girl,Danced with hands on head,House present,,2026-06-03 18:00:02.712693,7,0a168dbf2068474ab343253b3b7fb857
clip_177,annotation_177,Boy and girl in Western dress,Boy and girl moving hands and feet and dancing,Big room with two windows and lights flickering,,2026-05-29 10:44:53.941557,5,25563f9fa8444996ada5df9abacbed21
clip_178,annotation_178,"Magar dress (dhaka topi, waistcoat, patuka, choli, guniu and traditional bead necklace) wearing",Clapping and dancing merrily,Everyone busy in the field for some program or festival,,2026-06-04 12:01:31.348878,5,a21b6184dd71432a979ed57b37bf98b4
clip_179,annotation_179,A young woman in white and black mixed printed top with open hair and a young man in brown full sleeve t-shirt with silver chain around neck,Woman gesturing to young man while talking while young man listening and smiling walking together,A long corridor made of wooden pillars with a pond and red brick wall behind,,2026-06-12 10:26:32.019263,6,a68246b6b0944404b18cf6bc7498394f
clip_180,annotation_180,"Actor standing in a combination of special cultural and modern look outfit. He wearing striped multi-colored kurta, red-white bordered cloth on top, black pants and glasses, with something on head.",Actor dancing and doing energetic hip-hop style dance and lip-syncing with nice hand gestures,This scene is shot in a Himalayan village environment. Behind are old stone houses and bare mountains.,,2026-06-12 16:02:57.200651,5,835bcd8fd8a54873b3ac4735c3ecbb52
clip_181,annotation_181,"Green, thin, big leaves trees",Carelessly foggy,"Covering big trees, what a beautiful scene",,2026-06-01 11:24:14.146462,5,c64fbbc6ca5546eaa4ea93c17ddddc28
clip_182,annotation_182,A beautiful woman in mountain dress and a boy in a dim room,Both pulling out wool together. Boy gives the girl the wool he pulled out.,Dim room,,2026-05-29 19:27:23.731346,5,6b8905bce4e2493ea336859c42bd2bc1
clip_183,annotation_183,Young men,Dancing and carrying guns,Village courtyard and guns,,2026-06-20 03:08:53.267558,8,b232ccfdd19d4281875414154a9d8359
clip_184,annotation_184,"A youth in dhaka butta waistcoat and patuka on waist, with two young women in printed choli, skirt and yellow potey on both sides",Doing collective Nepali folk dance,Open space of temple or durbar courtyard and other cultural dress wearing supporting role artists,,2026-06-12 09:45:27.750847,6,6ff01753cd7f4aa199ea766841175f3f
clip_185,annotation_185,A man in Nepali dress with long hair and a beautiful red-lipped girl,"Both walking together, slowly stretching and chatting. Lamb grazing on green grass visible.","Greenery all around, cold and pleasant breeze blowing",,2026-05-29 19:32:31.808111,5,b3b24c3675df4fc8a52458c170c35c25
clip_186,annotation_186,A boy and girl on green grass,"Boy resting hand on girl's waist, boy and girl dancing and romancing",Big Himalayan mountains,,2026-06-04 13:00:49.653507,5,7de408106a9b4fd5a9ee10097a11e75b
clip_187,annotation_187,Youth in butta waistcoat and jeans pants with kurtha suruwal and gunyo choli wearing women with potey around neck,All raising their hands in the air doing collective folk dance,Old architectural structures like durbar area with open courtyard,,2026-06-12 09:40:18.813184,6,cc8acb4d1eae434daf48658a00a86b60
clip_188,annotation_188,Boy,Boy speaking,Wall and light,,2026-06-03 17:52:49.291253,7,3b95c66e47b44928b79371aba8c44489
clip_189,annotation_189,Men and women in Newari attire,Dancing and walking,"Trees, brick-printed house, women and men in Newari attire playing madal, straw",,2026-06-12 11:22:33.128557,4,ea68cf76247f4158981bf17bb975dc09
clip_190,annotation_190,Boy and girl,Boy is hugging the girl,Sea,,2026-06-04 12:11:52.594692,7,9ca34b5982294d16a349828ba631cb58
clip_191,annotation_191,Man,Sitting,Wooden door and chair,,2026-06-20 03:12:47.979575,8,0125218d208049ccab11513a5a437d77
clip_192,annotation_192,"Many people, men and women visible",Main actor and actress looking at each other smiling,Straw hanging in a wooden structure,,2026-05-29 17:43:53.787448,5,d92f89f4f3f1431d91fa374584350df8
clip_193,annotation_193,Narrow dirt path made of small stones,People are crossing the road,Mud and stone houses,,2026-06-04 17:49:32.267059,5,1ecc26e7a41146cf83d116e2f1ea3553
clip_194,annotation_194,"A beautiful woman with sweet smile under a canopy, wearing pink sari and earrings",Standing and looking ahead,"Dark and dim background, evening's twinkling sweet blue and yellow lights glowing",,2026-06-04 18:06:23.309465,6,da75038ed79f4adc8170e6d5fcb81efd
clip_195,annotation_195,Boy,Boys singing,Houses present,,2026-06-04 12:46:38.119091,7,5b1dbdac98624e8e976089006a749fc2
clip_196,annotation_196,A young man in white and cream blazer,Youth placing hand on waist and slowly walking with hand on waist,"Slightly lit indoor space, decorative items visible",,2026-05-29 11:07:22.980966,5,efea600f85de47f8ab7181a0d5da907d
clip_197,annotation_197,An attractive woman in Himalayan (Manang/Mustang) traditional Tibetan/Himalayan cultural dress 'Chuba' with red sash around waist,Walking very happily and cheerfully,Stone and mud houses in village environment. Behind are bare mountains and further snow-covered mountains visible.,,2026-06-12 16:09:44.333249,5,479e4c1315db46b6b1c59517788b0953
clip_198,annotation_198,Boys in Magar dress in the courtyard,Playing damphu to the rhythm of the song,A courtyard in front of a traditional house,,2026-06-04 12:32:03.342517,5,43959e08246545b5825ab2c624d23a6a
clip_199,annotation_199,"Many young men, some with guns in hand",Dancing together joyfully with guns raised,"Indoor party-like place with brick wall, colorful flags, triangle lights and decorations",,2026-07-11 05:09:41.332825,4,0d348c9106b84eecb9f5a4a13e93f39d
clip_200,annotation_200,"A beautiful attractive woman with long braided hair, special stone headband, blue stone earrings and cultural dress","Girl holding a small black goat kid on her lap, petting it",Traditional hut-like place in a village environment,,2026-06-12 15:51:55.510035,5,7ba81a64d60a4bf2be7d6124b68dce95
clip_201,annotation_201,Tharu cultural girls in Tharu dress,Two girls and one boy enjoying watching Tharu dance,At night people came to watch Tharu dance,,2026-05-29 09:11:19.534101,5,71f4e9354c4b499ab0c9db2d6cd9bb4e
clip_202,annotation_202,A beautiful woman with sweet smile wearing pink sari and earrings,Dancers in traditional Tharu dress holding burning lamps circling around her as the center,Traditional Tharu dress adorned dancers with burning lamps,,2026-06-04 18:19:44.589700,6,08931f91a6ab40c1a6c19f84f9cf3a2d
clip_203,annotation_203,"Piano, guitar, drums and speakers visible",Girl playing piano while boys getting ready to play guitar and drums,"Behind on brick wall, pictures of English artists (Michael Jackson and other artists) pasted on wall",,2026-06-12 12:39:18.442283,5,c8e76c9db7ab4c3cb78d8decf053eec1
clip_204,annotation_204,White colored bolero,Bolero carrying people on a dirt road,Dirt road among trees,,2026-06-04 12:50:46.338361,5,90ada988f8aa45feb954e194d25838d5
clip_205,annotation_205,Main artist on both sides with most boys in same colorful traditional Nepali outfit,"Main artist in the middle pushing boys on both sides, showing teeth and smiling",Upper part with traditional dalo and corn bunches hung visible,,2026-05-29 16:45:54.095585,5,736b21a08c4449ec87c979435a2eaa29
clip_206,annotation_206,Girl,Girl dancing,House present,,2026-06-03 18:02:29.018152,7,4581e200bc3f41f1ab34747ff051735d
clip_207,annotation_207,"A beautiful girl in yellow bangles, cholo and guniu while boy in purple kurta and white shiny pants below",Actor and actress shooting under the shade of a tree,"Bright sunshine around the tree, hill and open sky visible.",,2026-06-12 09:51:16.436869,5,55ff549185424896aa8b4e1386f60fce
clip_208,annotation_208,Boy and girl,Boy and girl are dancing,Himalayas present,,2026-06-04 12:44:13.125708,7,cd3822f872744fa6af261919fb25b809
clip_209,annotation_209,Artists on a glacier (A handsome boy and beautiful girl),Dancing romantically holding girl's waist,All around glaciers and river formed by melting glaciers,,2026-06-04 12:12:49.010071,5,f24e2ea5481d4d7d9c0067ea65a92297
clip_210,annotation_210,A man playing guitar,"Playing guitar, dancing and singing","Lakhe, madal, women in Newari attire playing madal, drum, durbar square",,2026-06-12 11:12:02.305372,4,254dc9747db54db89bf78c4ab7525462
clip_211,annotation_211,Boys in Nepali dress in the courtyard in a fun gang ready for shooting,Main artist swaying waist and other boys clapping,Behind is a big courtyard of traditional house and wooden structure house visible,,2026-05-29 16:55:06.059087,5,0147e73bf94449759ca8ed423561cfd2
clip_212,annotation_212,A handsome boy wearing black glasses and a beautiful girl in white dress,Boy sitting on chair while a hot girl from behind places hand on his waist attracting attention,A bar scene with drinks placed behind,,2026-06-02 08:17:07.213437,5,11e3222e275e4d05932a31c564f62108
clip_213,annotation_213,Main couple in the middle in wedding-like dress,"Both main artists looking at each other with love, smiling romantically, actor hugging actress from behind",Wooden traditional structure visible,,2026-05-29 17:49:54.340164,5,43cc44330d69463cb43643378c51838c
clip_214,annotation_214,A boy and girl in Nepali dress on top of a terrace,A boy and girl hiding in grass and lying on grass,Green grass on top of a stone-built terrace visible,,2026-05-29 17:56:07.422691,5,22e2d6ddbc9d49b18c17b9a4262021be
clip_215,annotation_215,Two boys and a girl in Newari dress,A boy in Newari dress with red flower on ear walking firmly on the road,Red mud and black tin covered house,,2026-05-29 09:54:48.080140,5,79e5658bccad439a84edda88b31897f8
clip_216,annotation_216,"An attractive woman with long hair, traditional stone/bead jewelry and colorful cultural dress",Girl very peacefully and emotionally looking at the sunlight coming from above,Dark place like old stone and cement building where sunlight is coming from above,,2026-06-12 15:43:05.559049,5,dea40e5cf959416796effffa984687f5
clip_217,annotation_217,Boy,Boy is there and placing hand on chest,Flowers in the field,,2026-06-04 12:44:44.048930,7,ab7c1a69b17842738a45b771bf6021d3
clip_218,annotation_218,"Guitar, Mandolin and Djembe drums",Youth playing instruments to the beat of the song,"Snow-covered Himalayas and old stone, mud and wood houses",,2026-06-04 13:06:09.849819,5,4c11a35a7161404ea0f01466db4b1e0b
clip_219,annotation_219,Boy,Boy is walking,Wall and lights glowing,,2026-06-03 17:52:13.698509,7,aa50fb207d5c492bb91766634b4514c9
clip_220,annotation_220,A frustrated Nepali youth in torn white ganji,Coming out from under the bridge by the stream and walking straight ahead,"Small concrete bridge, stone stream and green tree branches and leaves",,2026-06-04 18:55:40.876807,6,5ad82f4e8bfa430eb854658d28175fc5
clip_221,annotation_221,A beautiful fairy-like girl in red sweater and handkerchief on head,A girl carrying wool in a basket walking. While walking she looks back and smiles.,Wooden house,,2026-05-29 19:23:57.153789,5,66a326e1d3e44d7db060425b668e9c96
clip_222,annotation_222,A man in printed shirt and a woman,Both going close and dancing,"Open courtyard, trees, small lake, flowers blooming in the lake",,2026-06-12 10:50:49.700808,4,b695ff9d09c542419f609529c14fb75b
clip_223,annotation_223,"A very beautiful girl in red sari, earrings and carelessly tied tikka",All dancing in their own tune while a beautiful girl walking ahead romantically looking at the boy,"Behind is very dark, people behind are a bit blurry.",,2026-06-02 08:09:12.847016,5,0cc0d13fae41402498cf2e5f314e592f
clip_224,annotation_224,A Ban Basko car stopped on the road,Girl and boy getting off the car,Pillars of a bridge behind,,2026-05-29 08:36:15.068830,5,4bffda4418444ebb92b7a3676ee810a8
clip_225,annotation_225,A man in tattered clothes with protruding belly,Hand on stomach,"Bushes, garbage",,2026-06-05 09:58:44.669110,4,dde96ac5ce5e45ae83232dafab3ba2cc
clip_226,annotation_226,"An old man in dried house veranda (daura suruwal, dhaka topi and black coat)",Old man walking in the veranda singing into a microphone,A house and trees visible behind,,2026-06-04 12:16:44.937248,5,5f586a5d2d0942ff98724710cdcd74b0
clip_227,annotation_227,Girls,Dancing waving hands,Girls dancing,,2026-05-30 05:09:44.789130,7,372cd07e0f5a4956b0ec570ccc2e0dbf
clip_228,annotation_228,"A tired Nepali youth in torn white ganji resting at a chautari, looking like he just fainted",Getting up and walking straight ahead,Green bushes and tree roots in a rural setting with a traditional chautari paved with stone and cement,,2026-06-04 18:42:30.167378,6,f3d092df4a9a40ffa454f1b279afbbf6
clip_229,annotation_229,"Girls in the courtyard of the house (patuka, cholo, guniu, tilhari around neck and headband on head)",Singing and dancing to the rhythm of hands and feet,Corn hung in old house,,2026-06-04 12:36:07.862077,5,2ed18d23334448d6a2b3eab74a711a90
clip_230,annotation_230,"A beautiful young woman with braided hair, colorful traditional stone necklace around neck and white and pink chuba wearing","Young woman crying in sadness, wiping tears with hand",Behind is a big blue window and blue curtain visible,,2026-06-12 20:32:25.214795,5,91bd31d7531844228114686753f467ed
clip_231,annotation_231,Peacock feather visible behind youth in Magar dress,Casually dancing,Flat field of a hilly area at some program,,2026-06-03 17:33:11.905495,5,02f825963eed4a01921225318fdce26c
clip_232,annotation_232,Black foreign clothes and head chain on head,Hair fluttering in the wind and walking lazily,Behind is a long winding dry stream,,2026-06-04 12:07:28.307945,5,5aa0bea5c9c84a0d8e07d9761f2ad80b
clip_233,annotation_233,Two people in cold mountain area in new clothes,"Two people walking on the mountain field. One carrying doko, other carrying things in hand.","Hills and jungle, big trees, clouds and fog covering",,2026-05-29 18:55:56.272965,5,7810696adde54033936bc33e9de30b27
clip_234,annotation_234,Magar dressed Magar men and women,Women dancing with hand on waist,Colorful flags hung on green grass field,,2026-06-03 17:20:45.072620,5,f20c5e16cd03414cabb6d0bca53804a9
clip_235,annotation_235,"Due to sunlight and light on camera, bus and people on it are shown in silhouette",Vehicle driving on the road,Open sky and bright sun and as sun is setting that horizon visible,,2026-06-12 07:57:01.990627,5,d5448e5aee2e4ae8b39d5c97d22d70fe
clip_236,annotation_236,Boy,Boy is walking,Blue sky,,2026-06-04 12:05:17.232978,7,d684c7cd7aa749a1aca569803c3695b2
clip_237,annotation_237,"With tilhari around neck, headband on head and cholo wearing",Girls walking on village road,Village road,,2026-06-04 12:56:15.024624,5,8e7be9908b2c4efeb56a2daad67c222e
clip_238,annotation_238,A Nepali youth and a Nepali woman,"Looking, looking","Flowers, greenery",,2026-06-05 10:24:37.916979,4,303fe2048cf242cb892a7a2b0d6b53f3
clip_239,annotation_239,Boys in daura suruwal and girls in gunyu cholo sitting in the courtyard,Nepali dress wearing boys and girls singing while a boy and girl stand up holding hands and dance,Corn hung in the veranda of a two-story old house with a big courtyard,,2026-05-29 10:26:12.090559,5,3fa8eaad32b34509b33823c7c065cac3
clip_240,annotation_240,A boy wearing black topi,Boy placing hand on that black topi and looking ahead,Dim wall,,2026-06-12 18:30:09.660053,7,b08b9c910d254b3fb6ac0d0259b6cef2
clip_241,annotation_241,A boy in white shirt and cap holding a book and standing inside a telephone booth,A boy making a call from the telephone booth,Red telephone in a glassless telephone booth,,2026-05-29 10:36:11.231463,5,49623723ca25478d889b8030c924e7cc
clip_242,annotation_242,A girl and boy sitting on a bike,Girl in yellow clothes riding a green color bullet bike,Banana garden visible on the side of the road,,2026-05-29 08:39:55.502044,5,6a40b9d3291043f697c62f710d4a6ca4
clip_243,annotation_243,"On green grass, straw on one side and doko on the other, girls in Nepali dress in the middle",Lead actress and supporting dancers dancing with hand on waist,"Big traditional houses with doko, straw and corn hung visible",,2026-05-29 18:05:56.898934,5,a84b3ff929164b39b819e08227e432ad
clip_244,annotation_244,A boy with beard and jungle,Thinking deeply seeing the beautiful girl,Background blurred,,2026-06-04 17:59:50.721161,5,f02964881a7f4ee6bde866c909f91df9
clip_245,annotation_245,"Two mike stands, a drum and guitar",Three boys playing drum and guitar and singing,First disco light lit and smoke visible from behind,,2026-05-29 10:57:16.777028,5,32cc83c1e0fa4041a0536e41c5fb7d0c
clip_246,annotation_246,A boy and a girl near the riverside,Boy and girl running near the riverside holding each other's hand,Flowers blooming near the riverside and trees visible a little further,,2026-05-29 08:55:20.108081,5,7ac0ce338b024adaa908f8e747daf988
clip_247,annotation_247,A special wooden art temple whose shadow shines on the gajur and long cultural clothes hung from gajur to below,Some people coming and going to worship in the temple,A big green hill visible behind the temple,,2026-06-12 08:20:30.696184,5,dc8f16ea34034aa5a2ec4d49dbe626c7
clip_248,annotation_248,A white dog on a glass table,Shopkeeper playing with the dog and cleaning the shop,"A photo studio where photo, photocopy, lamination work is done",,2026-06-04 18:06:02.927376,5,1d13e9a307d94e3192bba945f35bd623
clip_249,annotation_249,People sitting at the table and an old man in chuba with hand on front. Two young men visible in front and beside.,All chatting while a girl brings liquid in a brass vessel and places it in a cup.,"This scene is shot inside the house where wooden windows, long curtains and benches are visible.",,2026-06-12 20:19:03.493307,5,a7de9721a1a64030929e275f8325ea1d
clip_250,annotation_250,"A beautiful woman in blue floral butta cholo and skirt, yellow waistband tied on waist, necklace around neck, and parted hair. Seen on a mountain cliff.",Dancing near the cliff to the rhythm of hands and feet,Blue sky and Himalayas visible far behind.,,2026-06-12 07:33:34.027427,5,3d96a175b0c1487e83694230a6a27f16
clip_251,annotation_251,Boy,Boy is dancing,Doko present and background dancers,,2026-06-03 18:01:58.151544,7,becaf45fbd0c4dc5aa372cbc20a4b81e
clip_252,annotation_252,Many youths gathered in a group,Youth dancing together in a decorated alley with lights,"From above, a narrow alley with lights hung on strings, colorful flags, brick walls and shutters visible",,2026-07-11 05:13:05.330843,4,f6ff664ab78b4e58a00c96729ab925b3
clip_253,annotation_253,Boy and girl,Girl and boy are walking,Mountain present,,2026-06-04 12:06:05.769482,7,3c1dc954dacf415ebfe8fca17b91eeb6
clip_254,annotation_254,Old tools and food items hung around the house and people in the courtyard,Actors and supporting artists rotating while supporting artists waving hands,"Old traditional wood, mud and stone houses",,2026-05-29 18:16:13.549294,5,7dddc08bd10246a6bce0e6df910d54fb
clip_255,annotation_255,Girls,Girls are dancing in traditional dress,Background dancer,,2026-06-03 18:00:28.745746,7,4a32679146b042dc82dbab243361c775
clip_256,annotation_256,"A boy in blue chuba, black shirt inside and black cap on head",Boy blowing hand and singing energetically in free style,Behind are big bare mountains and a small tree and daura visible nearby,,2026-06-12 20:26:21.778123,5,bbcd8218b3e7433cb7524410c9e04c80
