clip_id,annotation_id,subject,action,background_object,note,submitted_at,user_id,task_id
clip_369,annotation_369,"In front, a boy wearing a black coat and a white shirt is standing, and next to him, a girl wearing black clothes is standing.","The boy is looking towards the girl, spreading his arms as if dancing, and the people around them are also enjoying themselves.","An indoor party-like place is visible, and there are graffiti and decorations on the brick wall in the background.",,2026-07-11 05:05:03.980825,4,009f0441f93f4ea69af213080b983edc
clip_370,annotation_370,A young man,Wandering around,Painted wall / Wall with drawings,,2026-06-05 10:01:57.455032,4,8d094d9a342e461a9427526787bb01dd
clip_371,annotation_371,A young man,Laughing,"Wall, outdoor environment",,2026-06-05 10:02:39.369214,4,6c94f811833045f39aa992ec2b47fd31
clip_372,annotation_372,Boy,Boys are walking.,There are houses.,,2026-06-04 12:46:13.745847,7,3382059180ff4489a6a0d8677857ae31
clip_373,annotation_373,Some customers sitting in the hotel,A young man making a face as his friend forces him to drink local alcohol,A small local tavern/hotel,,2026-06-04 18:22:17.304883,5,1d403d3c4eb64f8784a21ed6fa0d4f41
clip_374,annotation_374,The lead singer is wearing glasses and holding a guitar. Beside him are girls playing traditional Dhime drums (in red Dhime costumes and head wraps) and an eye-catching Lakhey dancer wearing a fearsome Lakhey mask (traditional Newari mask).,"The singer is energetically holding a guitar and lip-syncing, while the Lakhey dancer and the girls playing Dhime sway to the song's beat and perform a dynamic cultural dance.",In the background is a red brick house with a wooden window. Colorful flags and long ribbon-like fabrics are hanging.,,2026-06-12 12:35:15.381221,5,f9fbf691f8dc4bc6bc628730e4edd138
clip_375,annotation_375,"People are standing on the road, and a boy is wearing a red waistcoat and a red flower in his ear.","People are walking on the road, and some boys are holding a rooster and having fun.",An old mud house,,2026-05-29 09:50:20.045320,5,7f67504f3c4346c68bc40f3bf7af697d
clip_376,annotation_376,Girl,The girl is running.,There is a tree.,,2026-06-04 12:09:47.870930,7,1a269575f9954603b52486a0f9ed6082
clip_377,annotation_377,"Sirbandi (head ornament), dhaka topi, and daura surwal","Dancing with hands raised, wearing traditional attire","It is dark, and a small light is glowing.",,2026-05-30 05:18:52.112339,7,8b9f2e7608864d45bb27dd6bbea725e1
clip_378,annotation_378,Boy and girl,The girl is placing her hand on the boy's shoulder.,There is an ocean/sea.,,2026-06-04 12:07:50.928659,7,a1a2a8ba551d4ab093bdfa17fa445199
clip_379,annotation_379,"Many young men, some of whom are holding guns",They are dancing and having fun together while raising guns in their hands.,"Inside an indoor party-like venue with brick walls, colorful flags, star-shaped lights, and decorations",,2026-07-11 05:10:08.702212,4,66029b23ca6d42ae905cf1cb0a101b52
clip_380,annotation_380,A man,Waving hands while resting feet on the wall,"A brick-patterned wall,",,2026-06-12 10:35:22.891226,4,87725d36abb544ada0fee5f3ae98244b
clip_381,annotation_381,A large crowd gathered to watch the dance,Dancing with hands placed on the waist,"Traditional houses made of mud, wood, stone, and brick all around.",,2026-06-12 09:43:27.306345,5,f7b41592671e4c33b781edc02dafeab0
clip_382,annotation_382,Boys,The boys are dancing.,Background dancers,,2026-06-04 12:43:34.620822,7,094d5f91eef5444c830c6c6dbe9b066e
clip_383,annotation_383,There are two girls and a boy.,"While walking, the girl gestures to call the boy, and the boy comes over wearing sunglasses.",A black car is parked on the road.,,2026-05-29 08:46:33.347369,5,0cdfb52555764cb69caf69d7da128275
clip_384,annotation_384,A white Bolero utility vehicle,"The Bolero utility vehicle is driving, carrying people and raising dust.",A dirt road in a village with old houses,,2026-06-04 13:08:27.883323,5,eefb4f7d2cc041d1970331ce51415888
clip_385,annotation_385,A young man,Smiling,Dark environment,,2026-06-05 10:21:36.187336,4,6fd7fb8464174eb1962d6a121ef299a7
clip_386,annotation_386,A couple consisting of a boy and a girl standing together,Boys and girls dancing in couples,"There are stairs inside a large room, and yellow lights are lit.",,2026-05-29 10:40:21.347267,5,690ab68f97f14d7bbb268b285fb0f256
clip_387,annotation_387,Hilly region people wearing traditional hill attire and yellow boots on their feet,A boy and girl from the hills are chasing a sheep.,"Large trees, an uphill terrain, and green grass all around",,2026-05-29 19:37:32.966496,5,3b8c27144b8447b8a8b8b2c53962a580
clip_388,annotation_388,Many people are together at a big party.,"All the people are listening to the music, enjoying themselves, and sipping alcohol.","An indoor venue with nice lighting, showing a modern setup",,2026-05-29 11:26:43.530650,5,28df25fe80e24584af19c587bb804950
clip_389,annotation_389,A boy wearing daura suruwal and having long curly hair,A boy talking to a girl with his hand on a pillar and head turned towards her,"At night, a small oil lamp (tuki) is burning behind and maize is hanging from the house pillar.",,2026-05-29 10:15:25.826298,5,eaf9091d93aa4f2c892191697c3b93d3
clip_390,annotation_390,A young man,Lying down and laughing,Floor / Ground,,2026-06-05 10:13:48.686641,4,57a0010ed31e4a889fed2d50cefaa2c4
clip_391,annotation_391,The lead actor and actress look more beautiful than the supporting characters wearing yellow blouses and blue sarees.,"While snow is falling, the supporting artists are dancing and the lead couple poses romantically.","In the cold weather, snow is seen covering the grass in the background.",,2026-06-12 07:01:20.491300,5,197aeac801174d3fac64b329ca051e33
clip_392,annotation_392,"The boys are wearing daura suruwal and red dhaka topi, while one boy is wearing a black cap.","The boys are sitting, playing madal, singing, and having fun.","The boys are sitting in the courtyard, having a good time.",,2026-05-29 10:18:16.355246,5,ec0185e1ffac4ec691c69f8983757057
clip_393,annotation_393,A man standing and repairing a vehicle,A black jungle safari vehicle came and stopped.,Greenery is all around and a blue sky is visible.,,2026-05-29 08:33:44.008309,5,0f47280502104c46b735ce5e7e9a97a8
clip_394,annotation_394,Man and woman,Dancing,Village house courtyard,,2026-06-20 03:05:46.692591,8,68164faf8f364299a61b8a34e0d63244
clip_395,annotation_395,A boy wearing a white t-shirt and a red bandana on his forehead is standing among the girls.,Girls wearing Tharu traditional attire dancing while surrounding a boy,A fire is burning in the background at night.,,2026-05-29 09:19:27.368682,5,adebdf4607dc415b868c3a111a678c13
clip_396,annotation_396,"In the center, the lead actress is adorned in a red cholo and traditional jewelry.","The lead actress is standing in the middle of the veranda, singing and acting in a cheerful manner.","Doko baskets, pumpkins, and corn are hanging on the house balcony, and there are many trees nearby.",,2026-05-29 17:40:24.088834,5,71e8785442484513bbc10a8a855262e3
clip_397,annotation_397,Girls and mothers are dressed in traditional gunyo-cholo and folded bandanas on their heads. A boy wearing a dhaka topi is also visible in the background.,"While the villagers are gathering, three girls walk forward holding hands and looking on.","A fair, festival, or religious procession (jatra) is seen being celebrated in the upper part.",,2026-06-03 16:35:50.669320,5,29d3b6bc334d46ba9a158784e4587c29
clip_398,annotation_398,"Some people are at the base of the stairs, while others are at the upper side.","The actor, male backup dancers, and female backup dancers are dancing dynamically shaking their waists.","An old clay pot (ghaito) is on the grass, and a doko basket is hanging from the house pillar.",,2026-05-29 18:00:36.263684,5,ba0206114bda4fbd94ab0e3a7ecf96be
clip_399,annotation_399,Boy and girl,The boy is walking towards the girl.,There is snow.,,2026-06-04 12:08:18.987799,7,2370ec0451c44e88be14e656ca217fb0
clip_400,annotation_400,Wearing a dhaka topi,They are singing and swaying.,It is dark.,,2026-05-30 05:17:00.167300,7,a329a6c0f40845588400fd8b864d7a5e
clip_401,annotation_401,A young man sitting on a motorcycle,Riding the motorcycle forward,"In a narrow alley with brick walls and graffiti, under the streetlights at night",,2026-07-11 05:08:09.811456,4,b398b7c1b1764e6296d0238b82a2f3bd
clip_402,annotation_402,A boy wearing daura suruwal and a cap,A boy in Nepali attire walking and turning his head,A white wall and a marigold garland hanging above a door,,2026-05-29 10:11:50.545297,5,1611218150a84c58b42f0fefacab4124
clip_403,annotation_403,"A Nepali young man,",Observing closely / Inspecting,"River, tree, bushes",,2026-06-05 10:17:02.839857,4,295794d686cb440cafa92e54d4d6584e
clip_404,annotation_404,"A cheerful young woman adorned in traditional gunyo-cholo and a green potey necklace, with a young man next to her wearing a red patterned waistcoat.","Everyone is enjoying themselves in the middle of the alley, dancing with full energy.","Alleys of a traditional Nepali village with old brick houses and hanging corn cobs, and a group of local youths dancing behind, following them.",,2026-06-04 18:33:06.419034,6,f1cbec48a3ff432ba6b716f789299706
clip_405,annotation_405,The boys have bows in their hands.,Boys carrying bows are aiming at a target.,A steep walking path on the hillside,,2026-06-04 12:53:09.482903,5,1eb44a2ef2ae493a861b766a134871a6
clip_406,annotation_406,A young man,Hugging a tree,"Tree, bushes",,2026-06-05 10:07:20.611834,4,6a5b1e026b594cf19db956f3d02c66bc
clip_407,annotation_407,People in various colored clothes sitting on the porch of the house,"A boy wearing a red waistcoat held the hand of a girl in a blue blouse, blue saree, and white sash, and danced with her.",Corn hanging on a house made of red clay and bricks,,2026-05-29 10:02:51.315614,5,ac4ed581c9ac4ba1bf9993ee73e593b9
clip_408,annotation_408,Two lead young male characters wearing traditional dhaka patterned waistcoats and jeans pants,"The two lead young men are dancing with their arms around each other's shoulders, while a row of supporting artists stand by, enthusiastically backing them up.","A large group of young male artists in yellow daura surwal, speckled brown waistcoats, and black dhaka topis are in supporting roles, with rustic stone and mud houses and a green hill visible in the background.",,2026-06-12 10:01:12.217237,6,bbd1f5b4829c4073b67383966d93a3da
clip_409,annotation_409,The boy with curly hair in the middle has a watch on his hand and a gold chain around his neck.,The boy in the middle is waving his hands and singing.,"It looks like a brightly decorated venue, possibly for a wedding or video shoot.",,2026-06-02 07:39:00.642813,5,444439da4b094ffdb1012136b2ac448f
clip_410,annotation_410,Young men wearing traditional Magar dress,They are playfully teasing their Magar female friends.,Colorful banners hanging from a string in the background,,2026-06-03 17:16:41.141378,5,5fa51c8cf0454e0dba243ff73d3ae280
clip_411,annotation_411,Boy and girl,"The boy and girl are dancing, and the girl is hugging him from behind.",Background dancers,,2026-06-03 18:01:33.815580,7,021796489228489aaef5f62a101b2b18
clip_412,annotation_412,"The boys are wearing a combination of Nepali and modern clothing, whereas the girls are fully dressed in traditional Nepali attire from head to toe.",Pigeons are flying as everyone performs a group dance.,"A trident (trishul) is placed in front of an old wooden temple, with a courtyard-like space in the front.",,2026-06-12 09:40:46.757562,5,e1f03d93df244668bbe11bbfc7de7473
clip_413,annotation_413,"In the frame, there is a boy and a girl. The boy is wearing blue jeans and a white full-sleeve t-shirt, while the girl is wearing a red cholo, black fariya, and a necklace around her neck.","The boy holds the girl's hand, and they are happily running after each other on the grassy green hill.","This scene is shot on top of a very beautiful, lush green hill. Dense trees and green grass are visible in the background.",,2026-06-12 20:51:38.606626,5,5c310b9b49724a05ba82126cc4dcbd44
clip_414,annotation_414,Snow is clinging to the hair of the lead actor in a coat and the lead actress in a saree.,It is snowing and they are dancing.,"Snow has fallen all around, covering the surrounding plants and bushes.",,2026-06-12 07:07:34.605974,5,14a1159194a744b4ab16de69f68eed06
clip_415,annotation_415,Girl,The girl is walking.,There are hills.,,2026-06-04 12:05:33.619960,7,0798542621b545b48c4345a3f3369899
clip_416,annotation_416,The curly-haired boy in the middle is wearing a white kurta and a white shawl.,"The boy in the middle holds a microphone and sings, looking up at the girls standing on the balcony.",A white curtain and twinkling lights are visible in the background.,,2026-06-02 07:35:00.603137,5,09d7bcd76c5443028fc7401597883a81
clip_417,annotation_417,Nepali young man,Plucking flowers,"A Nepali woman observing the sky, flower plant",,2026-06-05 10:17:52.901301,4,4c1f7b746d9843f0acfc8b0264f77205
clip_418,annotation_418,Vehicle / Car,The vehicle is driving.,There is a stream/river.,,2026-06-04 12:47:38.533990,7,26ec1f75fce04c3f9919ccd73b92be65
clip_419,annotation_419,A young man,Searching inside a sack,Ready,,2026-06-05 10:04:39.181488,4,fa005c2e12f3401c98e5836ca71a99db
clip_420,annotation_420,Boy and girl,Kta le kt lai hug gariraxa,Ocean / Sea,,2026-06-04 12:09:19.402007,7,1985ac1a048a4a05b648eb6cad16dc26
clip_421,annotation_421,A boy with a red cloth/bandana tied on his head,nachdai,Tharu women are dancing.,,2026-06-03 17:47:01.150805,4,fa19db9e2f314511a54159a3763821f5
clip_422,annotation_422,People are seen wearing the attire of the Magar community.,A handsome boy with folded arms is singing and looking at his lover. The people in the background are seen dancing with hands raised.,Small triangular colorful cloth flags are hanging on strings all around the field. This is typically used during fairs and festivals.,,2026-06-03 16:48:49.895926,5,eec65614207f43df8b1c596a6a79086b
clip_423,annotation_423,Shirt,The boy stands up and places his hand on the girl's shoulder.,Wall,,2026-05-30 05:24:30.686385,7,7f69fa44bae647118bab849ef2d1a787
clip_424,annotation_424,Girl,The girl dancing,Doko basket and background dancers,,2026-06-03 17:58:37.623788,7,84512032ef284a23b481a0dc4bda7c70
clip_425,annotation_425,Two girls wearing traditional Nepali attire,"Two girls in red cholo and tilahari necklace, walking forward holding hanging lamps",The door of the house is open at night.,,2026-05-29 10:06:11.189506,5,7f2a3cbf796c4cc994461a884aa18cb1
clip_426,annotation_426,"A girl wearing Sherpa attire (chuba, pangden, red-orange outer) in front of a stone house",Dancing and giving facial expressions to the camera near the house,"This scene is set in a mountainous rural area, with high snow-capped mountains and hills visible in the background.",,2026-06-12 07:41:45.902337,5,b85e1a6eb532467d87057de8ee7b0906
clip_427,annotation_427,"A woman and a man. The woman is wearing a dress, and the man is wearing a purple shirt and jeans.",Both are seen walking and talking together.,"Open courtyard, white chairs and tables, stone steps, brick wall, and house.",,2026-06-12 10:44:00.340365,4,d4f2f98bee7c49648e5b792ea5662492
clip_428,annotation_428,Boy and girl,The boy and girl are running.,The background is full of greenery.,,2026-06-04 12:41:31.132207,7,1c6a0c2f72174375bc81693a8895e965
clip_429,annotation_429,A boy and a girl,A boy and a girl warming their hands over a fire,Dark room,,2026-06-01 11:26:57.220953,5,9e0038c1a5b44cc990651d63837d52d7
clip_430,annotation_430,A boy with a mustache wearing a blue denim jacket,"The boy is making eye contact, smiling, and flirting.",Beautiful sun rays visible,,2026-06-01 11:19:34.835906,5,455c08ff0f804407b4493e7ac409df35
clip_431,annotation_431,"Patuka, gunyo, cholo, ghalek traditional Magar dress",Dancing matching hand and foot rhythms,"Green grass all around, flags hanging in the flat area",,2026-06-04 11:56:51.603336,5,d1aee4401c434a9f885fd19393cae8cf
clip_432,annotation_432,Boy and girl,Dancing with hands placed near the head,There is a house.,,2026-06-03 18:00:02.712693,7,0a168dbf2068474ab343253b3b7fb857
clip_433,annotation_433,Boys and girls wearing western clothes,Boys and girls are dancing moving their hands and feet.,Lights are flickering inside a large room with two windows.,,2026-05-29 10:44:53.941557,5,25563f9fa8444996ada5df9abacbed21
clip_434,annotation_434,"Wearing traditional Magar dress (dhaka topi, waistcoat, patuka, cholo, gunyo, and traditional coin necklace)",Clapping hands and dancing in a joyful mood,Everyone gathered in the field for some program or festival.,,2026-06-04 12:01:31.348878,5,a21b6184dd71432a979ed57b37bf98b4
clip_435,annotation_435,"A young woman with open hair wearing a black-and-white leopard print top, and a young man wearing a brown full-sleeve t-shirt with a silver chain around his neck","The woman is talking to the young man in a playful manner, while the young man smiles listening to her as they walk together.","A long corridor with a roof supported by wooden pillars, and a red brick enclosure behind",,2026-06-12 10:26:32.019263,6,a68246b6b0944404b18cf6bc7498394f
clip_436,annotation_436,"The actor is standing in a unique outfit combining traditional and modern styles. He is wearing a striped grey kurta, a cloth drape with red-and-white borders, black pants, glasses, and a hat.","The actor is dancing and making fun hand gestures, energetically performing a hip-hop style dance and lip-syncing.",This scene is shot in a Himalayan village setting. Old stone houses and massive bare mountains are visible in the background.,,2026-06-12 16:02:57.200651,5,835bcd8fd8a54873b3ac4735c3ecbb52
clip_437,annotation_437,Green trees with large sparse branches,It is heavily foggy.,"Covering the massive trees, what a beautiful scene",,2026-06-01 11:24:14.146462,5,c64fbbc6ca5546eaa4ea93c17ddddc28
clip_438,annotation_438,A beautiful girl wearing hill attire and a boy inside a dark room,Both extract wool together. The boy hands the extracted wool to the girl.,Dark room,,2026-05-29 19:27:23.731346,5,6b8905bce4e2493ea336859c42bd2bc1
clip_439,annotation_439,Young men,Dancing and carrying guns,Village courtyard and guns,,2026-06-20 03:08:53.267558,8,b232ccfdd19d4281875414154a9d8359
clip_440,annotation_440,"A young man wearing a dhaka print waistcoat and a waistband, with two young women beside him wearing patterned cholos, fariyas, and yellow potey necklaces.",Performing a group Nepali folk dance,"Open space of a temple or palace courtyard, with other artists in supporting roles wearing cultural costumes",,2026-06-12 09:45:27.750847,6,6ff01753cd7f4aa199ea766841175f3f
clip_441,annotation_441,A boy with long hair in Nepali attire and a beautiful girl with rosy cheeks,"Both are walking together, chatting and sighing softly. Goats are seen grazing on the green grass.","Greenery all around, with cold and gentle breeze blowing",,2026-05-29 19:32:31.808111,5,b3b24c3675df4fc8a52458c170c35c25
clip_442,annotation_442,A boy and a girl on green grass,"Placing arm on the girl's shoulder, the boy and girl dance and romance.",Massive snow-clad mountains and hills,,2026-06-04 13:00:49.653507,5,7de408106a9b4fd5a9ee10097a11e75b
clip_443,annotation_443,"Two young men in patterned waistcoats and jeans, alongside women in kurta surwal and gunyo choli wearing potey necklaces around their necks",Performing a group folk dance together while raising their hands in the air,An open courtyard featuring old-style structures that resemble a palace square,,2026-06-12 09:40:18.813184,6,cc8acb4d1eae434daf48658a00a86b60
clip_444,annotation_444,Boy,The boy is talking,Wall and lights,,2026-06-03 17:52:49.291253,7,3b95c66e47b44928b79371aba8c44489
clip_445,annotation_445,Men and women wearing Newari traditional attire,They are dancing and singing.,"Tree, brick-paved house, men and women in Newari attire playing madal, straw",,2026-06-12 11:22:33.128557,4,ea68cf76247f4158981bf17bb975dc09
clip_446,annotation_446,Boy and girl,Kta le kt lai hug gariraxa,Ocean / Sea,,2026-06-04 12:11:52.594692,7,9ca34b5982294d16a349828ba631cb58
clip_447,annotation_447,Man,Sitting,Wooden door and chair,,2026-06-20 03:12:47.979575,8,0125218d208049ccab11513a5a437d77
clip_448,annotation_448,A presence of many people along with a boy and girl is seen.,"The lead actor and actress are looking at each other, blushing/smiling.",Pumpkins are hanging from the wooden structure.,,2026-05-29 17:43:53.787448,5,d92f89f4f3f1431d91fa374584350df8
clip_449,annotation_449,A narrow unpaved dirt path,People are descending from the path.,Houses built of mud and stone,,2026-06-04 17:49:32.267059,5,1ecc26e7a41146cf83d116e2f1ea3553
clip_450,annotation_450,"A beautiful woman with a small mole under her chin, carrying a sweet smile, wearing a pink saree and earrings",Standing and looking ahead,"Dark and blurry background, with the glow of twinkling dim blue and yellow evening lights",,2026-06-04 18:06:23.309465,6,da75038ed79f4adc8170e6d5fcb81efd
clip_451,annotation_451,Boy,The boys are singing.,There are houses.,,2026-06-04 12:46:38.119091,7,5b1dbdac98624e8e976089006a749fc2
clip_452,annotation_452,A young man wearing a white and cream blazer,The youth slowly walks with his hands in his pockets.,"A dimly lit indoor space, showing decorative items",,2026-05-29 11:07:22.980966,5,efea600f85de47f8ab7181a0d5da907d
clip_453,annotation_453,"An attractive girl is wearing 'Chuba', a traditional Tibetan/Himalayan cultural dress worn in the Himalayan regions (Manang/Mustang), with a red sash tied around her waist. She also wears an attractive stone-studded headpiece on her head.",She is walking with a very happy and smiling expression.,"A mud-and-stone house in a rural setting. Bare hills are in the background, and snow-covered mountains are visible further away.",,2026-06-12 16:09:44.333249,5,479e4c1315db46b6b1c59517788b0953
clip_454,annotation_454,Boys wearing traditional Magar dress in the courtyard,Playing damphu drum in sync with the song's beat,A courtyard in front of a traditional house,,2026-06-04 12:32:03.342517,5,43959e08246545b5825ab2c624d23a6a
clip_455,annotation_455,"Many young men, some of whom are holding guns",They are dancing and having fun together while raising guns in their hands.,"Inside an indoor party-like venue with brick walls, colorful flags, star-shaped lights, and decorations",,2026-07-11 05:09:41.332825,4,0d348c9106b84eecb9f5a4a13e93f39d
clip_456,annotation_456,"A beautiful attractive girl with long flowing hair, wearing a special stone headpiece, blue stone earrings, and cultural dress.","The girl holds the small black baby goat in her lap, hugging and petting it.",A traditional hut-like place set in a rural environment,,2026-06-12 15:51:55.510035,5,7ba81a64d60a4bf2be7d6124b68dce95
clip_457,annotation_457,Girls of Tharu culture wearing Tharu traditional clothes,Two girls and a boy enjoying watching the Tharu dance,Having come to watch the Tharu dance at night,,2026-05-29 09:11:19.534101,5,71f4e9354c4b499ab0c9db2d6cd9bb4e
clip_458,annotation_458,A beautiful woman carrying a sweet smile and wearing a pink saree and earrings,"They are dancing around her, keeping her in the center.",Dancers dressed in traditional Tharu attire holding lit oil lamps in their hands,,2026-06-04 18:19:44.589700,6,08931f91a6ab40c1a6c19f84f9cf3a2d
clip_459,annotation_459,"Piano, guitar, drums, and speakers can be seen.","The girl plays the piano, while the boys prepare to play the guitar and drums.","In the background, posters of English/Western music artists (like Michael Jackson and others) are pasted on the brick wall.",,2026-06-12 12:39:18.442283,5,c8e76c9db7ab4c3cb78d8decf053eec1
clip_460,annotation_460,A white Bolero utility vehicle,The Bolero is driving fast carrying people on the unpaved road.,A dirt path in the middle of trees all around,,2026-06-04 12:50:46.338361,5,90ada988f8aa45feb954e194d25838d5
clip_461,annotation_461,"On both sides of the lead artist, most of the male dancers are in uniform colorful traditional Nepali attire.","The lead artist in the middle pushes away the male dancers on both sides, smiling broadly displaying his teeth.","In the upper part, we can see traditional baskets (dalo) and maize bunches hanging.",,2026-05-29 16:45:54.095585,5,736b21a08c4449ec87c979435a2eaa29
clip_462,annotation_462,Girl,The girl is dancing.,There is a house.,,2026-06-03 18:02:29.018152,7,4581e200bc3f41f1ab34747ff051735d
clip_463,annotation_463,"A beautiful girl wearing yellow bangles, cholo, and gunyo, whereas the boy is wearing a purple kurta and white shiny pants.",The actor and actress shooting on a tree branch,"Bright sunlight glows around the tree, and hilly slopes and open sky are visible.",,2026-06-12 09:51:16.436869,5,55ff549185424896aa8b4e1386f60fce
clip_464,annotation_464,Boy and girl,The boy and girl are dancing.,Himal cha,,2026-06-04 12:44:13.125708,7,cd3822f872744fa6af261919fb25b809
clip_465,annotation_465,The artists are on top of a glacier (a handsome boy and a beautiful girl).,Holding the girl's hand and dancing in a romantic mood,"Glaciers all around, and a glacier-fed river flowing",,2026-06-04 12:12:49.010071,5,f24e2ea5481d4d7d9c0067ea65a92297
clip_466,annotation_466,A man playing a guitar,"Playing guitar, dancing, and singing","Lakhey dancer, madal drums, Newari-clad women playing madal, drum set, Durbar Square",,2026-06-12 11:12:02.305372,4,254dc9747db54db89bf78c4ab7525462
clip_467,annotation_467,"Boys wearing Nepali attire are in the courtyard, hanging out in a group for the shoot.","Seeing the lead artist sway his waist, the other male dancers clap.",A large courtyard of a traditional house and a wooden-framed structure are visible in the background.,,2026-05-29 16:55:06.059087,5,0147e73bf94449759ca8ed423561cfd2
clip_468,annotation_468,A handsome boy wearing black sunglasses and a beautiful girl in white clothes,"While the boy sits in the chair, a beautiful girl from behind places her hand on his shoulder to grab his attention.","A bar scene, where alcohol bottles are displayed in the background.",,2026-06-02 08:17:07.213437,5,11e3222e275e4d05932a31c564f62108
clip_469,annotation_469,"In the center, the lead couple is adorned in attire resembling wedding outfits.","Both lead actors look at each other, laughing lovingly and getting romantic, as the actor hugs the actress from behind.",A traditional wooden structure is visible.,,2026-05-29 17:49:54.340164,5,43cc44330d69463cb43643378c51838c
clip_470,annotation_470,There is a boy and girl wearing Nepali outfits at the top of the stairs.,A boy and girl are seen dancing with outstretched arms and then lying down on the grass.,Green grass is seen on top of the stone steps.,,2026-05-29 17:56:07.422691,5,22e2d6ddbc9d49b18c17b9a4262021be
clip_471,annotation_471,Two boys and a girl are wearing Newari traditional attire.,A boy wearing Newari clothes and a red flower in his ear walking along the path with folded arms,A house made of red clay and roofed with black tin sheets,,2026-05-29 09:54:48.080140,5,79e5658bccad439a84edda88b31897f8
clip_472,annotation_472,"There is an attractive girl with long hair, wearing traditional stone jewelry on her head and a colorful cultural dress.",The girl is seen looking calmly and emotionally towards the sunlight streaming from above.,"A dim, old-looking space made of stone and cement where sun rays filter in from above",,2026-06-12 15:43:05.559049,5,dea40e5cf959416796effffa984687f5
clip_473,annotation_473,Boy,There is a boy placing his hand on his chest.,There are flowers on the floor.,,2026-06-04 12:44:44.048930,7,ab7c1a69b17842738a45b771bf6021d3
clip_474,annotation_474,"Guitar, Mandolin, and Djembe musical instruments",Young people playing instruments to the beat of the song,"Snow-covered mountains, and an old house built of stone, mud, and wood",,2026-06-04 13:06:09.849819,5,4c11a35a7161404ea0f01466db4b1e0b
clip_475,annotation_475,Boy,The boy is walking.,There is a wall and lights are glowing.,,2026-06-03 17:52:13.698509,7,aa50fb207d5c492bb91766634b4514c9
clip_476,annotation_476,A frustrated Nepali youth wearing a torn white undershirt/vest.,"Walking along the sandy bank of the river, coming out from under the bridge and walking straight forward in a slow, tired gait.","A small concrete bridge, a stony riverbank, and green tree branches and leaves.",,2026-06-04 18:55:40.876807,6,5ad82f4e8bfa430eb854658d28175fc5
clip_477,annotation_477,A beautiful fairy-like girl wearing a red sweater and a bandana on her hair,"A girl is walking carrying wool in a basket. As she walks, she looks back and smiles.",Wooden house,,2026-05-29 19:23:57.153789,5,66a326e1d3e44d7db060425b668e9c96
clip_478,annotation_478,A man wearing a purple shirt and a woman,Both of them draw close and dance.,"Open courtyard, trees, a small pond, flowers blooming in the pond",,2026-06-12 10:50:49.700808,4,b695ff9d09c542419f609529c14fb75b
clip_479,annotation_479,"The girl wearing a red saree, earrings, and a tika on her forehead looks extremely beautiful.","While everyone else is dancing to their own rhythm, a beautiful girl walks ahead, sharing romantic looks with the boy.","The background area looks very dark, and the people in the back appear slightly blurry.",,2026-06-02 08:09:12.847016,5,0cc0d13fae41402498cf2e5f314e592f
clip_480,annotation_480,A forest excursion vehicle parked on the road,A fair-skinned girl getting off the vehicle,There is a utility pole in the background.,,2026-05-29 08:36:15.068830,5,4bffda4418444ebb92b7a3676ee810a8
clip_481,annotation_481,A hungry man wearing torn clothes,Placing hand on the stomach,"Bushes, trash",,2026-06-05 09:58:44.669110,4,dde96ac5ce5e45ae83232dafab3ba2cc
clip_482,annotation_482,"An old man wearing daura suruwal, dhaka topi, and a black coat near a dry/rustic house",The old man walks around the platform shouting into the microphone.,A house and trees are seen in the background.,,2026-06-04 12:16:44.937248,5,5f586a5d2d0942ff98724710cdcd74b0
clip_483,annotation_483,Girls,Dancing while waving hands,Girls dancing,,2026-05-30 05:09:44.789130,7,372cd07e0f5a4956b0ec570ccc2e0dbf
clip_484,annotation_484,"A tired Nepali youth wearing a torn white undershirt/vest, appearing as if he has just woken up after resting on a stone platform (chautari).","Waking up and walking straight forward in a slow, tired gait.","A traditional stone-and-cement paved resting platform (chautari) in a rural setting, with green bushes and hanging tree roots around it.",,2026-06-04 18:42:30.167378,6,f3d092df4a9a40ffa454f1b279afbbf6
clip_485,annotation_485,"Girls in the courtyard of the house wearing waistband, cholo, gunyo, tilahari necklace, and head ornament",Singing and dancing in sync with hand and foot movements,Maize (corn) hanging on the old house,,2026-06-04 12:36:07.862077,5,2ed18d23334448d6a2b3eab74a711a90
clip_486,annotation_486,"A beautiful young woman with open hair, wearing a colorful traditional stone necklace and a white-pink chuba","The young woman, feeling sad and about to cry, wipes her tears with her hand.",A large blue window and blue curtain are visible in the background.,,2026-06-12 20:32:25.214795,5,91bd31d7531844228114686753f467ed
clip_487,annotation_487,Young men wearing Magar traditional dress with peacock feathers visible at the back,Dancing casually,An event taking place in a flat field in the hilly region,,2026-06-03 17:33:11.905495,5,02f825963eed4a01921225318fdce26c
clip_488,annotation_488,Wearing black modern/western clothes and a head chain,Her long hair blows gently in the wind as she walks in slow motion.,A long winding dry riverbed in the background,,2026-06-04 12:07:28.307945,5,5aa0bea5c9c84a0d8e07d9761f2ad80b
clip_489,annotation_489,Two people wearing warm clothes in the cold hills,"Two people are walking on the hillside field. One carries a doko basket, the other holds supplies.","Hills and forest with large trees, covered in clouds and fog",,2026-05-29 18:55:56.272965,5,7810696adde54033936bc33e9de30b27
