clip_id,annotation_id,subject_nepali,action_nepali,background_object_nepali,note_nepali,submitted_at,user_id,task_id
clip_77,annotation_77,फ़्रमे म अच्तोर् र अच्त्रेस्स् लै चसुअल् मोदेर्न् लोओक् म देखैयेको छ्ह.,अच्त्रेस्स् परेwअ उदिरहेको देखेर रमै रहेको अनि अच्तोर् पxअदि बत हिद्दै अऐ रहेको,"पछ्हदि को द्रिस्ह्य कुनै थुलो बश्शर् को जस्तो देखिन्छ्ह, जह कपद हरु बेछ्न रखेको",,2026-06-12 08:03:55.187696,5,3a921fe18ce24c5cb6c3e4a22fc0ee00
clip_78,annotation_78,"लमो कपल्, रतो रन्को स्हिर्त् अनि तल निलो जेअन्स् लगको एऔत युब.","थुलो धुन्ग म अदेस्ह् लगयेको एक् युबक् तल गौ तिर हेरेर, भबुक् हुदै गेएत् गै रहेको",छरै तिर अअग्ल हरियलि पहध् अनि फेद् म एऔत सनो गौ जस्तो घर् हरु देखियेको.,,2026-06-12 20:44:28.027794,5,cc4130450f7147d8a679219c2862fb65
clip_79,annotation_79,सुकेको घस् को छौर् म एऔत खैरो रन्ग्को कुर्छि रखेको,कुर्थ सुरुwअल् लगको केति हिन्दै,रुख् को छरै तिर रन्गि छन्गि पतक हरु झुन्दको,,2026-06-04 12:22:29.296873,5,2ec9b3257f62401bb79417944cb80e40
clip_80,annotation_80,छ्मकिलो wएस्तेर्न् पोसक् लगयेको,एउत सुन्दर् केति कपल् उदौदै पxअदि फ़र्केको,निलो रन्ग् को पर्द अअगदि एऔत गदि,,2026-06-04 12:44:48.555932,5,f282c35ef161461a855c1a31834e83e1
clip_81,annotation_81,एउत महिल र एउत पुरुस्ह्,नछ्दै छ्हन्,"रतो रन्ग् को घर्, निलो अअकस्ह्",,2026-06-12 10:42:39.876429,4,2aef93b517184554b0d3464d16bcec7f
clip_82,annotation_82,छ्यत्तेको लुग लगयेको नेपलि युबक्,सुत्दै,कत्तु लगयेको एक् सनो क्तो सर्सफै गर्दै,,2026-06-05 09:52:16.252067,4,7521076996534aaaa3e12a55244ef4d4
clip_83,annotation_83,एक् जन युwअक्,खन खदै,"कोथ, लुग झुन्द्यएको",,2026-06-05 10:29:08.060291,4,539330cdfefc4ba9b2b374dd02051a46
clip_84,annotation_84,"केति हरुले कलो-सुनुलो छोलो, रन्गेएन् छ्हित्को गुनिउ, पियेलो पतुक, र निलो/रअतो सअन्स्क्रितिक् स्हwल् लगयेक छ्हन् भने केत हरुले थद धर्क भयेको मोदेर्न् प्रिन्त् ओउतेर्/स्हिर्त् र सएतो पन्त् लगयेक छ्हन्","सबै केत र केति हरु लिने म मिलेर, अफ़्नो हअत् मथि उथौदै र कम्मर् मर्कौदै रमिलो सन्ग गरिरहेक छ्हन्.",कुनै पुरनो घर् wअ मन्दिर् को अअगन् अअगदि सबै जन निर्त्य गर्दै,,2026-06-12 09:35:44.467116,5,76a44c24010c4d23a5a17479f2289e00
clip_85,annotation_85,मगर् पोसक् लगयेक केत हरु अअगन् म पलेति कसेर बसेको,दम्फु र मदल् बजयेर गेएत् गौदै,परम्परगत् घर् को अअगदि थुलो अअगन्,,2026-06-04 12:38:06.338359,5,362f585334ab4ff2b82bf4ecc4ac94f8
clip_86,annotation_86,केत र केति कअथ्ले बनेको परम्पर्गत् बिस्रम्स्थलि भित्र छ्हन्,बिस्रम्स्थलि भित्र एअक् अर्क लै रोमतिच् wअय् म हेरिरहेको,"छरै तिर अधर्यो रति को बेल छ्ह, जहन् खुल्ल छौर् र पछदि पत्ति छम्किल सेतो पपेर् लन्तेर्न्स् (बत्ति हरु) बलिरहेक देखिन्छ्हन्.",,2026-06-12 13:19:21.690789,5,cddc97f1643e4e258bab5b18ee7f8a6d
clip_87,annotation_87,क्त र क्त्,क्त ले क्त् लै हुग् गरिरxअ,स्नोw,,2026-06-04 12:12:57.415006,7,4568ea3534fc49f68f25bee7fc1b6b45
clip_88,annotation_88,कथ् र धुन्ग लेय् बनेको पुरनो घर् हरु बिछ् म एऔत कच्छि बतो,कच्छि बतो बोलेरो गदि लेय् मन्xएय् बोकेर जदै,सुदर् हिमल्,,2026-06-04 12:48:20.821378,5,d647ad22bc15455eb98970d131dfb1cb
clip_89,annotation_89,नेपाली ढाकाको इस्टकोट र कम्मरमा पटुका बाँधेका एक मुख्य पात्र का रुप मा एक नेपाली युवा छन् भने उनको पछाडि समान पहिरन र ढाका टोपी लगाएका अन्य युवा कलाकारहरू सहायक भूमिकामा देखिन्छन्।,जोसका साथ परम्परागत नेपाली नृत्य गरिरहेका छन्।,ईट्टाका पुराना पर्खालहरू भएको खुल्ला ठाउँ जहाँ धेरै मानिसहरूको भिड उपस्थित छ।,,2026-06-12 09:33:54.157489,6,ed26d4bfb6c343aa940652e413bb0f05
clip_90,annotation_90,एउत महिल र एउत पुरुस्ह्.,दुइतै हत् मिलयेर नछ्दै,"इतको भित्त र धलको भुइ, निलो अअकस्ह्",,2026-06-12 10:32:28.959876,4,563f47caa8134df89f0ab85cc17676c0
clip_91,annotation_91,सन सन बछ्ह हरु,बच्छ हरु गन्ग् बनयेर पोकेमोन् चर्द् खेल्दै,घर् को पेति wअअ कुनै बस्ने थौ,,2026-06-04 18:14:56.813597,5,7552fe2a42914eeda38a69042912260f
clip_92,annotation_92,क्त्,क्ति दौर बोकेर हिदिरछे,रुख् हरु छ,,2026-06-03 18:03:38.805916,7,81a73db768634da3b25b02077fd3e28a
clip_93,annotation_93,"नक् म मुन्द्रि, घति म कन्थ मल र घलेक् लगकि अनिइ रतो गल वयेको एऔत सुन्दर् केति","सुन्दर् केति लेय् जिस्किदैइ, अनुहर् म मुस्कन् दिदै , हथ् म कुछो उथयेकि",कथ् लेय् बनको एऔत धछ,,2026-06-01 11:16:30.884574,5,55f0422777cf42b08191abbf315b1010
clip_94,annotation_94,मगर् द्रेस्स् लगयेक नेपलि युब हरु,फ़न्फ़नि नछिरेहेको,हरियो घस् वयेको मैदन् म घम् लगिरहेको र पहध् पनि देखिरहेको,,2026-06-03 17:11:07.089352,5,b3b0d3d7690e40c088231be5ba75afd2
clip_95,annotation_95,परम्परागत नेपाली गरगहना र रातो चोली-हरियो फर्यामा सजिएकी मुस्कुराइरहेकी युवती र सेतो कमिजमाथि बुट्टे इस्टकोट लगाएको युवक,हर्षित मुद्रामा हातको हाउभाउ मिलाउँदै मौलिक नेपाली लोक नृत्यमा मग्न भइरहेका छन्।,रातको समयमा मधुरो उज्यालोले झल्काएको ग्रामीण नेपाली घरहरू र नाचको आनन्द लिइरहेका दर्शकहरू,,2026-06-04 18:36:59.147762,6,c67a6e3de14c4de9bdbdeaff6bbd1499
clip_96,annotation_96,च्य्च्ले,क्त् हरु नछेको,हरियो रुख् हरु,,2026-05-30 05:12:19.423685,7,b2c4a130c70f4d088b61a3393b0b61a5
clip_97,annotation_97,बगर् म एऔत सनो सुकेको हग लै गदेको अनि केहि सरेए लगको कलकर् हरु देख्न सकिन्xअ,खोल को बगर् म नछदै गरेको,अग्लो पहदि को तल फेद् म एऔत सुकेको खोल अनि बगर् म बलुwअ देखेको,,2026-06-12 07:11:32.748838,5,ce2e98c1e08e476ea6666af292a74e6f
clip_98,annotation_98,पहदि लुग लगयेको दुइ जन मनिस्ह् हरु,एऔत सुन्दर् महिल धुन्ग मथि बसेर सनो बख्रो लै मस् मसौदि छिइन् वने एऔत क्त उबियेर लत्थि छलौदै गुफ़्फ़् हन्दै छ्ह,थुलो लेउ लको धुन्ग अन्द् पxऐ बअन् देखिन्छ्ह,,2026-05-29 19:41:48.012408,5,9acbf24d22c249e0b78efa75bb7e2fbf
clip_99,annotation_99,एक् जन दधि भयेको युwअ कलो लुग र सेतो स्चर्फ़् लगयेर अगदि उभियेको छ,युwअ ले मुख् को नजिक् छुरोत् समतेर तन्दै छ.,रति को समय बहिर को पर्त्य् जस्तो थौ म दोरि म झुन्दियेक बत्ति र रन्गिन् पतक हरु देखियेक छन्.,,2026-07-11 05:12:18.250147,4,10c77c33e9a246b489952e3fbba25672
clip_100,annotation_100,"सबै मनिस् हरु लेय् एऔत रतो, निलो अनि कलो रन्ग् को पोसक् लगको छअन् वने बिछ् को मन्xएय् लेय् कलो रतो अनि फ़िक हरियो पोसक् लगको",सबै मनिस् हरु स्होओतिन्ग् को लगि चमेर तिर फ़र्केर नछ्दै छ्हन्,गौन्ले धन्छको परम्पर्गत् घर् को अअगन् र पछदि पत्ति कथ्को खम्ब हरु देखिन्छ,,2026-05-29 16:41:45.296526,5,16313657abc54c489c495cfe0b952cd9
clip_101,annotation_101,क्त्,क्त् हिदेर गेएत् गैरxए,रुख् हरु छ,,2026-06-04 12:10:05.789566,7,fb4b1eae54e141cf947f66dc64542d57
clip_102,annotation_102,"दरि, कपल् फ़ुलेको एऔत केत मन्xएय्",कम्मर् म हथ् रखि गहिरो सोछ्म,पुरनो मोविए चस्सेत्तेस् र पोस्तेर्स् भयेको चस्सेत्ते स्होप् अथwअ स्तुदिओ,,2026-06-04 18:12:48.126690,5,c5f3a1e5c6f34a6a9adbdf897fb77e72
clip_103,annotation_103,क्त र क्त्,क्त र क्त् नछिरxअन् खुत्त उछलेर,ब्य्द् लेख्य xअ,,2026-06-04 12:42:00.199444,7,7b9d2797ac9d4949a54ca1891b3fc0fe
clip_104,annotation_104,एउत बिके,क्त् ले बिके छलैरछ अनि तेस्को पछदि क्त बसेको छ,रन्गिबि रन्गि छत थुलो गते,,2026-05-30 05:08:26.424253,7,33e3da53f85a49d496564b159b001ec5
clip_105,annotation_105,एक् नेपलि महिल,उव्हेर हेर्दै,"पहद्, बदल्, रुख्, झर्पअत्",,2026-06-05 10:08:31.230621,4,52f574a565724712af23706ff0ffa3e4
clip_106,annotation_106,सबै जन लेय् नेपलि पोसक् लगयेको वने बिछ् को केत लेय् मोदेर्न् पोसक् ( जेअन्स् र बोओत्) लगको देखिन्छ्ह,सबै जन एऔत दन्चे स्तेप् गरेर गेएत् सन्ग हथ् खुत्त को तअल् मिलको देखिन्छ्ह,"पछदि पत्ति बिस्हअल् र हर्य पहअदि दन्द हरु छ्हन्, जहन् एउत सनो बस्ति छ्ह",,2026-06-12 09:56:45.407051,5,985348f747d140f5a29b501b350060de
clip_107,annotation_107,एऔत कपल् दरि फ़ुलेको केत,केत अफ़ुलै अऐन अअगदि देखेर अअफ़्नो बल्यकल् देख्दै,"घर् भित्र को स्चेने जह अऐन, जुत्त को रच्क् अन्द् धोक देखियेको",,2026-06-04 18:01:40.085051,5,f55be94b8a984aec912f3bd85a563d1c
clip_108,annotation_108,"सिधै मथि एऔत केत र केति लै देख्न सकिन्xअ. केति सेय् सनो कपद लगको देख्निxअ वने केत लेय् पन्त्, जुत्त स्हिर्त् अन्द् तौको म हथ् लगको",दुबै  जन तौको तसयेर मथि सिधि बत झर्दै गरेको अनिइ केहि दन्चे स्तेप्स् हरु गर्दै,पछ्हदि पत्ति छत जस्तो अकर् वयेको इत्त र चेमेन्त् लेय् बनको भौतिक् पुर्बधर् हरु देखिन्xअ,,2026-06-12 10:02:39.595739,5,295362a40d43404a9ad860f464ea1bf5
clip_109,annotation_109,केति हरु लेय् रतो र पहेलो छोलि को सथ् सथै नेपलि गहन लगको देख्न सक्xअम्,केति हरु नछ्द नछ्दै क्त हरु पनि सन्ग नछ्न अऔदै गरेको देकिन्छ्ह,पुरनो परम्परगत् गौ को घर् को छेउ म एऔत थुलो रुख् अनि बदल् लेय् अअकस्ह् धकेको देखिन्छ्ह,,2026-05-29 16:50:03.238725,5,192daba6c0b448988695a3cdf2e569bb
clip_110,annotation_110,क्त र क्त्,नछिरxअन्,wअल्ल् छ अनि बच्क्ग्रोउन्द् दन्चेर् बसिरxअन् कोइ उथेर नछिरछन्,,2026-06-03 17:50:41.597035,7,860a0b53820447b6b2cab552b190f30d
clip_111,annotation_111,एक् जन युwअक्,निरस् भयेर बसेको,अन्ध्यरो बतबरन्,,2026-06-05 10:20:45.651288,4,3a49919b16c9422089aac0d0ac29f48b
clip_112,annotation_112,छिसो को करन् लेय् नयलो लुग लगको एऔति केति,रतो स्wएअतेर् लगको एऔति केति लेय् तोकरि म wओओल् बोकेर हिदिरहेको,छरै तिर हुस्सु र छिसो छ्ह अनि एऔत कथ् को घर् छ्ह,,2026-05-29 19:10:01.982837,5,91e5006d52d24ac1a6121f1e71745ec9
clip_113,annotation_113,"अगदि एक् जन केत कलो चोअत् र सेतो स्हिर्त् लगयेर उभियेको छ, उस्को छेउ म एक् जन केति कलो लुग लगयेर उभियेकि छ्हे.","केत ले केति तिर हेर्दै हअत् फ़ैलयेर नछेको जस्तो गरिरको छ, wअरिपरि क मन्छ्हे हरु पनि रमै रहेक छन्.","भित्र को पर्त्य् जस्तो थौ देखियेको छ, पछदि इत को भित्त म ग्रफ़्फ़िति र सजwअत् हरु छन्.",,2026-07-11 05:05:03.980825,4,009f0441f93f4ea69af213080b983edc
clip_114,annotation_114,एक् जन युwअक्,भौतरिदै,छित्र कोरियेको वित्त,,2026-06-05 10:01:57.455032,4,8d094d9a342e461a9427526787bb01dd
clip_115,annotation_115,एक् जन युwअक्,हस्दै,"भित्त, बहिरि बतबरन्",,2026-06-05 10:02:39.369214,4,6c94f811833045f39aa992ec2b47fd31
clip_116,annotation_116,क्त,क्त हरु हिदिरxअन्,घर् हरु छ,,2026-06-04 12:46:13.745847,7,3382059180ff4489a6a0d8677857ae31
clip_117,annotation_117,होतेल् म बसेक केहि ग्रहक् हरु,"सथि लेय् जबर् जस्ति लोचल् खुलयेर, मुख् बिगर्दै गरेको एऔत युबक्",एऔत सनो होतेल्,,2026-06-04 18:22:17.304883,5,1d403d3c4eb64f8784a21ed6fa0d4f41
clip_118,annotation_118,मुख्य गयकर् छस्म लगको अनि हथ् म गुइतर् छ्ह. उन्को सिदे म परम्पर्गत् धिमे बज बजौकि केति हरु (रअतो धिमे चोस्तुमे र तौकोम कपद बधेको) र एउत भयनक् लखेय् मस्क् (परम्पर्गत् नेwअरि मुकुन्दो) लगयेको ध्यन्-अअकर्स्हक् लखेय् दन्चेर् छ्ह,गअयक् ले एनेर्ग्य् को सथ् गुइतर् समत्दै लिप्-स्य्न्चिन्ग् गरिरहेक छ्हन् भने लखेय् दन्चेर् र धिमे बजौने केति हरु गेएत् को बिसेस्ह् तअल् म झुमेर द्य्नमिच् रुप म सअन्स्क्रितिक् दन्चे गरिरहेक छ्हन्.,पछ्हदि रतो रन्ग् को इत्त को घर् अनि कथ् लेय् बनेको झयल् छ्ह. रन्गि छन्गि पतक अनि रिब्बोन् जस्तो लमो कपद झुन्दको देखिन्छ्ह.,,2026-06-12 12:35:15.381221,5,f9fbf691f8dc4bc6bc628730e4edd138
clip_119,annotation_119,बतो म मन्xएय् हरु उबियेको र एऔत क्त लेय् रतो इस्त चोअत् अनि कअन्म रतो फोओल् लको,मxएय् हरु बतोम हिदिरको अनि केइ क्त हरु भले स्मतेर रमैलो गर्दै,पुरनो मतोको घर्,,2026-05-29 09:50:20.045320,5,7f67504f3c4346c68bc40f3bf7af697d
clip_120,annotation_120,क्त्,क्त् कुदिरको छे,रुख् छ,,2026-06-04 12:09:47.870930,7,1a269575f9954603b52486a0f9ed6082
clip_121,annotation_121,सिर्बन्दि धक तोपि दौर सुर्wअल्,त्रदितिओनल् लुग लगयेर हअत् मथि लगेर नछेको,अअध्यरो छ सनो बत्ति बलिरxअ,,2026-05-30 05:18:52.112339,7,8b9f2e7608864d45bb27dd6bbea725e1
clip_122,annotation_122,क्त र क्त्,क्त् ले क्त को स्होउल्देर् म हअत् रखिरxए,समुन्द्र छ,,2026-06-04 12:07:50.928659,7,a1a2a8ba551d4ab093bdfa17fa445199
clip_123,annotation_123,"धेरै जन युwअ हरु, जस्म केहि जन को हअत् म बन्दुक् छ",हअत् म बन्दुक् उछअलेर सन्गै नछ्दै रमैलो गर्दै छन्,"इत्त को भित्त, रन्गिन् पतक, तर अअकर् को बत्ति र सजwअत् भयेको पर्त्य् जस्तो इन्दोओर् थौ म",,2026-07-11 05:10:08.702212,4,66029b23ca6d42ae905cf1cb0a101b52
clip_124,annotation_124,एउत पुरुस्ह्,खुत्त वित्त म रखेर हअत् हल्लौदै,"इत्त ले छ्हपेको वित्त,",,2026-06-12 10:35:22.891226,4,87725d36abb544ada0fee5f3ae98244b
clip_125,annotation_125,निर्त्य हेअर्न को लगि मन्xएय् हरु को थुलो भिद् देखेको,कम्मर् म हथ् रखेर नछ्दै गरेको,"छरै तिर परम्परगत् मतो, कथ्, धुन्ग अनि इत्त लेय् बनेको घर् हरु.",,2026-06-12 09:43:27.306345,5,f7b41592671e4c33b781edc02dafeab0
clip_126,annotation_126,क्त हरु,क्त हरु नछिरxअन्,बच्क्ग्रोउन्द् दन्चेर्,,2026-06-04 12:43:34.620822,7,094d5f91eef5444c830c6c6dbe9b066e
clip_127,annotation_127,दुइ जन केति र एक् जन क्त छअ,केति हिद्द हिद्दै क्त लै इसर लेय् बोलयेर केत छस्म लगयेर अऔदै छ्ह,कलो गदि बतोम रोकियेको छ्ह,,2026-05-29 08:46:33.347369,5,0cdfb52555764cb69caf69d7da128275
clip_128,annotation_128,सेतो रन्ग् को बोलेरो,"बोलेरो गदि लेय् मन्xएय् बोकेर, धुलो उदौदै, गुध्दै छ्ह",पुरनो घर् हरु वयेको गौ म कच्छि बतो,,2026-06-04 13:08:27.883323,5,eefb4f7d2cc041d1970331ce51415888
clip_129,annotation_129,एक् जन युwअक्,मुस्कुरौदै,अन्ध्यरो बतबरन्,,2026-06-05 10:21:36.187336,4,6fd7fb8464174eb1962d6a121ef299a7
clip_130,annotation_130,क्त र केति को जोदि बनयेर उबियेको,जोदि बनयेर क्त र केति हरु नछि रहेको,थुलो कोथ वित्र सिधि छ्ह र पहेलो बत्ति बोलेको छ्ह,,2026-05-29 10:40:21.347267,5,690ab68f97f14d7bbb268b285fb0f256
clip_131,annotation_131,"पहदि भेग् क मन्xएय् हरु, पहदि पोसक् अनि खुत्त म पहेलो रन्ग् को बोओत् लगक",एक् जन पहदि केत र केति भेद लै लखेत्दै छ्हन्.,"थुल थुल रुख् हरु, उकलो वको थौ अनि छरै तिर हरियो घस् वको",,2026-05-29 19:37:32.966496,5,3b8c27144b8447b8a8b8b2c53962a580
clip_132,annotation_132,धेरै मन्xएय् हरु थुलो पर्त्य् म सन्गै छ्हम्,सबै मन्xएय् हरु गेएत् सुन्दै रमौदै मधिर को छुस्कि लिदै छ्हन्,"भित्र को रम्रो लिघ्तिन्ग् भयेको थौ, मोदेर्न् सेतुप् देखिन्छ्ह",,2026-05-29 11:26:43.530650,5,28df25fe80e24584af19c587bb804950
clip_133,annotation_133,दौर सुरुwअल् लगको अनि लमो घुमरो कपल् वयेको एऔत क्त,हथ् पिल्लर् म रखेर तौको फ़र्कयेर एऔत क्त एऔति केति स्नग बोल्दै,रतो को बेल म पxअदि तुकु बल्दै अनि घर् को पिल्लर् म मकै झुन्दको,,2026-05-29 10:15:25.826298,5,eaf9091d93aa4f2c892191697c3b93d3
clip_134,annotation_134,एक् युwअक्,सुतेर हस्दै,वुइ,,2026-06-05 10:13:48.686641,4,57a0010ed31e4a889fed2d50cefaa2c4
clip_135,annotation_135,पहेलो ब्लोउसे अनिइ निलो रन्ग् को सदि लको सिदे छरच्तेर् हरु वने मुक्य नयेक् र नयिक उनि हरु वन्द सुन्दर् देखियेको छ्हन्,हेउ पर्दै गरेको बेल सह कलकर् हरु नछ्दै छ्हन् अनि मुख्य कलकर् हरु रोमन्तिच् पोसे दिदै,छिसो मौसम् म पछदि हेउ लेय् घस् हरु धकेको द्केह्न सकिन्xअ,,2026-06-12 07:01:20.491300,5,197aeac801174d3fac64b329ca051e33
clip_136,annotation_136,क्त हरु लेय् दौर सुरुwअल् अनि रतो धक तोपि लगयेको छ्हन् वने एऔत क्त लेय् कलो तोपि लगको,क्त हरु बसेर मदल् बजौदै गेएत् गौदै रमैलो गरिरहेको छ्हन्,क्त हरु अअगन् म बसेर रमैलो गर्दै,,2026-05-29 10:18:16.355246,5,ec0185e1ffac4ec691c69f8983757057
clip_137,annotation_137,एऔत मन्xएय् उबियेर गदि बनै रहेको छ्ह,कलो रन्ग्को जुन्ग्ले सफ़रि गदि अअयेर रोकियो,छरै तिर हरियलि छ्ह्ह र निलो अअकस्ह् देखेको छ्ह,,2026-05-29 08:33:44.008309,5,0f47280502104c46b735ce5e7e9a97a8
clip_138,annotation_138,पुरुस्ह् र महिल,नअछ्दै,गौन् को घर् अअन्गन्,,2026-06-20 03:05:46.692591,8,68164faf8f364299a61b8a34e0d63244
clip_139,annotation_139,केति हरु बिछ् म सेत त्-स्हिर्त् र निधर्म रतो रुमल् बधेको क्त उबियेको,थरु द्रेस्स् लगक केति हरु एऔत क्त लै घेरेर नछेको,रति म पxअदि अअगो बलि रहेको,,2026-05-29 09:19:27.368682,5,adebdf4607dc415b868c3a111a678c13
clip_140,annotation_140,बिछ्म मुख्य अभिनेत्रि रतो छोलो र परम्पर्गत् गहन म सजिये-कि छिन्,मुख्य अभिनेत्रि बरन्द को बिछ्म उभियेर रमिलो पर म गेएत् गौन्दै र अभिनय् गर्दै छिन्,"घर् को कौसि म दोको, फ़र्सि र मकै झुन्दको छ्ह अनि छेउ म धेरै रुख् हरु छ्हन्",,2026-05-29 17:40:24.088834,5,71e8785442484513bbc10a8a855262e3
clip_141,annotation_141,केति र अम हरु परम्पर्गत् गुनिउ-छोलो र सिर्म मुजे-को रुमअल् लगयेर सजिये-क छन्. पxअदि तिर एउत केत पनि धक तोपि लगको देखिन्छ्ह,गौ क मन्xएय् हरु भेल हुदै गरेको बेलम तिन् जन केति हरु हथ् समतेर अअगदि अअयेर हेअर्दै छ्हन्,"मथिल्लो भअग् म कुनै मेल, उत्स्हव्, अथwअ जअत्र मनै रहेको देखिन्छ्ह",,2026-06-03 16:35:50.669320,5,29d3b6bc334d46ba9a158784e4587c29
clip_142,annotation_142,कोहि मनिस् हरु सिर्यनि को फेद् म छ्हन् वने कोहि मथिलो पत्ति छ्हन्,"अभिनेत, सह-नर्तक्, सह-नर्तकि हरु कअमर् भछेर नछ्दै छ्हन्",घस् मथि पुरनो मतो लेय् बनको घैतो र घर् को खम्ब म दोको झुन्दको छ्ह,,2026-05-29 18:00:36.263684,5,ba0206114bda4fbd94ab0e3a7ecf96be
clip_143,annotation_143,क्त र क्त्,क्त क्त् तिर हिदेर गैरxअ,स्नोw छ,,2026-06-04 12:08:18.987799,7,2370ec0451c44e88be14e656ca217fb0
clip_144,annotation_144,धक तोपि लगको,गेएत् गैरxअन् हल्लिरxअन्,अअध्यरो छ,,2026-05-30 05:17:00.167300,7,a329a6c0f40845588400fd8b864d7a5e
clip_145,annotation_145,एक् जन युwअ मोतोर्बिके म बसेको,मोतोर्बिके छलौदै अगदि तिर अऔदै गरेको,"इत्त को भित्त र ग्रफ़्फ़िति भयेको सअगुरो गल्लि म, रति को समय बत्ति को उज्यअलो बिछ्",,2026-07-11 05:08:09.811456,4,b398b7c1b1764e6296d0238b82a2f3bd
clip_146,annotation_146,एऔत क्त दौर सुरुwअल् र त्पोइ लगको,नेप्लै पोसक् लगको एऔत क्त तौको घुमयेर हिद्दै,सेतो वित्त र एऔत धोकको म मथि सयप्त्रि फोओल् को मल झुन्दको,,2026-05-29 10:11:50.545297,5,1611218150a84c58b42f0fefacab4124
clip_147,annotation_147,"एक् नेपलि युwअक्,",नियल्दै,"नदि,  रुख्, झअरि",,2026-06-05 10:17:02.839857,4,295794d686cb440cafa92e54d4d6584e
clip_148,annotation_148,परम्परागत गुन्यु-चोलो र हरियो पोतेमा सजिएकी एक हँसिली युवती र उनको छेउमा रातो बुट्टेदार इस्टकोट लगाएका एक तन्नेरी युवा,"गल्लीको बीचमा सबैजना रमाइलो मान्दै, पूर्ण ऊर्जाका साथ नृत्य गरिरहेका छन्।",पुराना इँटाका घरहरू र मकैका बुङ्गाहरू झुन्ड्याइएको मौलिक नेपाली गाउँको गल्ली र पृष्ठभूमिमा उनीहरूलाई नै पछ्याउँदै नाचिरहेका स्थानीय युवायुवतीहरूको समूह,,2026-06-04 18:33:06.419034,6,f1cbec48a3ff432ba6b716f789299706
clip_149,annotation_149,केत हरु को हथ् म धनुस्ह्,धनुस्ह् बोकेक केत हतु निसक तक्दै,पहध् को भिरलो मन्xएय् हिद्नेय् बतो,,2026-06-04 12:53:09.482903,5,1eb44a2ef2ae493a861b766a134871a6
clip_150,annotation_150,एक् जन युwअक्,रुख् अन्गलिर्हेको,"रुख्, झदिबुति",,2026-06-05 10:07:20.611834,4,6a5b1e026b594cf19db956f3d02c66bc
clip_151,annotation_151,बिबिन्न रन्ग् को लुग लगको मन्xएय् हरु घर् को पेति म बसिरको,"रतो इस्त चोअत् लगको क्त लेय् नेलो रन्ग्को ब्लौसे, नेलो सरेए अनि सेतो पतुकि लगको केति लै हथ् समतेर नछयो",रतो मतो र इत्त लेय् बनको घर्म मकै झुन्दको,,2026-05-29 10:02:51.315614,5,ac4ed581c9ac4ba1bf9993ee73e593b9
clip_152,annotation_152,परम्पर्गत् धक बुत्तको इस्तकोत् र जेअन्स् क पन्त् लगयेक दुइ मुख्य युwअ पत्र हरु,मुख्य दुइ युwअ पत्र हरु एक् कर्क को कन्द म हअथ् रख्दै न्त्रिय गरिरहेक छन् वनेय् सहयेक् कलकअर् हरु लहरै उभियेर उनिहरु लै जोस्ह् क सअथ् सअथ् दिरहेक छन्,"पहेलो रन्ग् को दौर सुर्wअल् र छिर्केय् मिर्केय् खैरो रन्ग् को इस्तकोत्, कलो धकतोपि लगयेक युwअ पुरुस् कलकअर्हरु को थुलो समुह सहयेक् भुमिक म छन् वनेय् थप् प्रिस्तभुमि म ग्रमिद् धुन्ग र मतो लेय् बनेक घर् हरु र हरियो दद को द्रिस्य देख्न सकिन्छ",,2026-06-12 10:01:12.217237,6,bbd1f5b4829c4073b67383966d93a3da
clip_153,annotation_153,बिछ् को घुमुरो कपल् वयेको क्त को हथ् म घदि अनि घति म सुन् को सिक्रि लगको छ्ह,बिछ् को केत हथ् हल्दौदै  गेएत् गौदै छ्ह,कुनै भिबह अथwअ स्होओतिन्ग् को जस्तो उज्यलो देचोरतिओन् भयेको थौ देखिन्छ,,2026-06-02 07:39:00.642813,5,444439da4b094ffdb1012136b2ac448f
clip_154,annotation_154,मगर् द्रेस्स् लगयेक युब हरु,रमैलो अअन्दज् म मगर्नि सथि हरु लै ज्सिकै रहेक छ्हन्,पxअदि रन्गि छ्नगि पतक हरु दोरि लेय् झुन्दको,,2026-06-03 17:16:41.141378,5,5fa51c8cf0454e0dba243ff73d3ae280
clip_155,annotation_155,क्त र क्त्,क्त र क्त् नछिरxअन् अनि क्त् ले पxअदि बत अअन्गलो मरिरxए,बच्क्ग्रोउन्द् दन्चेर् हरु,,2026-06-03 18:01:33.815580,7,021796489228489aaef5f62a101b2b18
clip_156,annotation_156,नेपलि र मोदेर्न् को चोम्बिनतिओन् लगयेको केत हरु वने केति हरु तल देखि मथि सम्म पुरै नेपलि पोसक् लगको छ्हन्,परेwअ हरु उद्दै गरेको अनि सबै जन ग्रोउप् दन्चे गरेको छ्हन्,पुरनो कथ् लेय् बनेको मन्दिर् अअगदि त्रिस्हुल् रखेको अनि अअगदि अअगन् जस्तो छ्ह,,2026-06-12 09:40:46.757562,5,e1f03d93df244668bbe11bbfc7de7473
