clip_id,annotation_id,subject_english,action_english,background_object_english,note_english,submitted_at,user_id,task_id
clip_126,annotation_126,Boys,The boys are dancing,Background dancers,,2026-06-04 12:43:34.620822,7,094d5f91eef5444c830c6c6dbe9b066e
clip_127,annotation_127,There are two girls and a boy,While walking a girl signals the boy to come and the boy approaches wearing glasses,A black car is stopped on the road,,2026-05-29 08:46:33.347369,5,0cdfb52555764cb69caf69d7da128275
clip_128,annotation_128,A white Bolero,"The Bolero vehicle is carrying people, raising dust, and driving",An unpaved road in a village with old houses,,2026-06-04 13:08:27.883323,5,eefb4f7d2cc041d1970331ce51415888
clip_129,annotation_129,A young man,Smiling,A dark atmosphere,,2026-06-05 10:21:36.187336,4,6fd7fb8464174eb1962d6a121ef299a7
clip_130,annotation_130,Boys and girls standing in pairs,Boys and girls paired up and dancing,Inside a big room there are stairs and a yellow light is lit,,2026-05-29 10:40:21.347267,5,690ab68f97f14d7bbb268b285fb0f256
clip_131,annotation_131,"People in hilly attire, wearing traditional mountain dress and yellow boots on their feet",A hill boy and a girl herding sheep,"Big trees, a sloped place, and green grass all around",,2026-05-29 19:37:32.966496,5,3b8c27144b8447b8a8b8b2c53962a580
clip_132,annotation_132,Many people together at a big party,"Everyone listening to songs, enjoying, and sipping drinks","A well-lit indoor place, a modern setup is visible",,2026-05-29 11:26:43.530650,5,28df25fe80e24584af19c587bb804950
clip_133,annotation_133,A boy wearing daura suruwal with long curly hair,A boy and a girl talking while he leans his hand on a pillar and turns his head,"In the evening, a lamp glowing behind and corn hung on the house pillar",,2026-05-29 10:15:25.826298,5,eaf9091d93aa4f2c892191697c3b93d3
clip_134,annotation_134,A young man,Lying down and laughing,Ground,,2026-06-05 10:13:48.686641,4,57a0010ed31e4a889fed2d50cefaa2c4
clip_135,annotation_135,Side characters wearing yellow blouses and blue sarees appear more beautiful than the main hero and heroine,"While snow falls, supporting artists are dancing and the main artists are striking romantic poses","In the cold weather, snow covering the grass behind can be seen",,2026-06-12 07:01:20.491300,5,197aeac801174d3fac64b329ca051e33
clip_136,annotation_136,"Boys wearing daura suruwal and red dhaka topi, while one boy wears a black topi","Boys sitting, playing the madal, singing songs, and having fun",Boys sitting in the courtyard having fun,,2026-05-29 10:18:16.355246,5,ec0185e1ffac4ec691c69f8983757057
clip_137,annotation_137,A person standing and building a car,A black jungle safari vehicle came and stopped,Greenery all around and a blue sky visible,,2026-05-29 08:33:44.008309,5,0f47280502104c46b735ce5e7e9a97a8
clip_138,annotation_138,A man and a woman,Dancing,Village house courtyard,,2026-06-20 03:05:46.692591,8,68164faf8f364299a61b8a34e0d63244
clip_139,annotation_139,"A boy standing among girls, wearing a white t-shirt and a red scarf tied around his forehead",Girls in Tharu dress dancing around a boy,A fire burning in the background at night,,2026-05-29 09:19:27.368682,5,adebdf4607dc415b868c3a111a678c13
clip_140,annotation_140,"The main actress in the middle, dressed in a red cholo and traditional jewelry","The main actress stands in the middle of the veranda, singing and acting in a playful manner","Baskets, pumpkins, and corn hung on the house eaves, with many trees nearby",,2026-05-29 17:40:24.088834,5,71e8785442484513bbc10a8a855262e3
clip_141,annotation_141,Girls and mothers dressed in traditional guniu-cholo and scarves tied on their heads; a boy wearing a dhaka topi is also visible behind,"While the villagers gather, three girls come forward holding hands and singing","A fair, festival, or jatra being celebrated in the upper part is visible",,2026-06-03 16:35:50.669320,5,29d3b6bc334d46ba9a158784e4587c29
clip_142,annotation_142,Some people are at the foot of the stairs while others are at the upper level,Actors and supporting dancers are dancing while bending their waists,An old earthen water vessel on the grass and a basket hung on the house pillar,,2026-05-29 18:00:36.263684,5,ba0206114bda4fbd94ab0e3a7ecf96be
clip_143,annotation_143,A boy and a girl,The boy and girl are walking along,There is snow,,2026-06-04 12:08:18.987799,7,2370ec0451c44e88be14e656ca217fb0
clip_144,annotation_144,Someone wearing a Dhaka topi,Singing and dancing around,Dark lighting,,2026-05-30 05:17:00.167300,7,a329a6c0f40845588400fd8b864d7a5e
clip_145,annotation_145,A young man seated on a motorcycle,Riding the motorcycle coming forward toward the front,"A narrow lane with brick walls and graffiti, in the light of lamps during nighttime",,2026-07-11 05:08:09.811456,4,b398b7c1b1764e6296d0238b82a2f3bd
clip_146,annotation_146,A boy wearing a daura suruwal and a topi,A boy in Nepali attire walking while turning his head,White wall and a garland of sayapatri flowers hung above a door,,2026-05-29 10:11:50.545297,5,1611218150a84c58b42f0fefacab4124
clip_147,annotation_147,"A Nepali young man,",Walking slowly,"A river, trees, shrubs",,2026-06-05 10:17:02.839857,4,295794d686cb440cafa92e54d4d6584e
clip_148,annotation_148,"A cheerful young woman adorned in a traditional gunyu-cholo and green pote, and beside her a young man wearing a red patterned int coat","In the middle of the lane everyone is having fun, dancing with full energy.","A rustic Nepali village lane with old brick houses and maize hanging, with a group of local youths dancing behind them following them in the background",,2026-06-04 18:33:06.419034,6,f1cbec48a3ff432ba6b716f789299706
clip_149,annotation_149,Boys holding a bow in their hands,Bow-carrying boys coming down the path playing,The steep mountain footpath where people walk,,2026-06-04 12:53:09.482903,5,1eb44a2ef2ae493a861b766a134871a6
clip_150,annotation_150,A young man,Hugging a tree,"Trees, vegetation",,2026-06-05 10:07:20.611834,4,6a5b1e026b594cf19db956f3d02c66bc
clip_151,annotation_151,People in clothes of various colors sitting in the courtyard of a house,"A boy in a red int coat held the girl in a light blue blouse, blue saree and white patuki by the hand and made her dance",Maize hung on a house made of red mud and bricks,,2026-05-29 10:02:51.315614,5,ac4ed581c9ac4ba1bf9993ee73e593b9
clip_152,annotation_152,Two main young lead actors wearing a traditional dhaka-patterned int coat and jeans,"The two main young leads are gesturing (posing) with their hands on each other's shoulders, while the supporting artists stand and cheer them on with enthusiasm","A large group of young male artists in yellow daura suruwal and patterned brown int coats and black dhaka topis in supporting roles, while in the background one can see houses made of stone and mud and a green hillside scene",,2026-06-12 10:01:12.217237,6,bbd1f5b4829c4073b67383966d93a3da
clip_153,annotation_153,A curly-haired boy in the middle has a watch on his hand and a gold chain around his neck,The boy in the middle is moving his hands and singing,A brightly decorated place resembling a wedding or shooting set is visible,,2026-06-02 07:39:00.642813,5,444439da4b094ffdb1012136b2ac448f
clip_154,annotation_154,Young men wearing Magar dress,Teasing their Magarni friends playfully,Bright colorful flags hung with rope at the back,,2026-06-03 17:16:41.141378,5,5fa51c8cf0454e0dba243ff73d3ae280
clip_155,annotation_155,A boy and a girl,"A boy and a girl are dancing, and the girl is teasing/hugging him from behind",Background dancers,,2026-06-03 18:01:33.815580,7,021796489228489aaef5f62a101b2b18
clip_156,annotation_156,"Boys wearing a mix of Nepali and modern clothing, while the girls are dressed fully in Nepali attire from head to toe",Pigeons are flying and everyone is doing a group dance,"In front of a temple made of old wood there is a trishul placed, and in front there is an open courtyard",,2026-06-12 09:40:46.757562,5,e1f03d93df244668bbe11bbfc7de7473
clip_157,annotation_157,"There is a girl and a boy in the frame. The boy is wearing blue jeans and a white full-sleeved t-shirt, while the girl is wearing a red cholya and a black fariya, with a mala around her neck.",The boy holds the girl's hand happily and they run behind one another over the grass of that green hill.,"This scene was shot on a very beautiful, lush green mountain ridge. Dense trees and green grass are visible in the background.",,2026-06-12 20:51:38.606626,5,5c310b9b49724a05ba82126cc4dcbd44
clip_158,annotation_158,"The main hero wearing a coat, and the main heroine wearing a saree, with a flower garland strung in her hair.",A garland is falling and they are dancing.,"Garlands falling all around, boats nearby, and plants covered by the garlands.",,2026-06-12 07:07:34.605974,5,14a1159194a744b4ab16de69f68eed06
clip_159,annotation_159,A girl,The girl is walking.,There is a mountain.,,2026-06-04 12:05:33.619960,7,0798542621b545b48c4345a3f3369899
clip_160,annotation_160,The boy in the middle with curly hair is wearing a white kurta and a white shawl.,The boy in the middle holds the microphone and sings while looking at the girls standing on the balcony upstairs.,A white screen and twinkling lights can be seen in the background.,,2026-06-02 07:35:00.603137,5,09d7bcd76c5443028fc7401597883a81
clip_161,annotation_161,A Nepali young man,plucking flowers.,"A Nepali woman gazing at the sky, and a flowering plant.",,2026-06-05 10:17:52.901301,4,4c1f7b746d9843f0acfc8b0264f77205
clip_162,annotation_162,A vehicle,The vehicle is moving.,There is a river.,,2026-06-04 12:47:38.533990,7,26ec1f75fce04c3f9919ccd73b92be65
clip_163,annotation_163,A young man,searching inside a sack.,ready,,2026-06-05 10:04:39.181488,4,fa005c2e12f3401c98e5836ca71a99db
clip_164,annotation_164,A boy and a girl,The boy is hugging the girl.,The sea.,,2026-06-04 12:09:19.402007,7,1985ac1a048a4a05b648eb6cad16dc26
clip_165,annotation_165,A boy with a red handkerchief tied on his head,dancing.,Tharu women are dancing.,,2026-06-03 17:47:01.150805,4,fa19db9e2f314511a54159a3763821f5
clip_166,annotation_166,People are seen wearing the dress of the Magar community.,A handsome boy whose arm is wrapped sings while watching his girlfriend. The people behind are seen raising their hands and dancing.,Small triangle-shaped colorful clothes hung on strings all around the field. This is done during some fair or festival.,,2026-06-03 16:48:49.895926,5,eec65614207f43df8b1c596a6a79086b
clip_167,annotation_167,A shirt,A boy standing up with his hand on the girl's shoulder.,A wall.,,2026-05-30 05:24:30.686385,7,7f69fa44bae647118bab849ef2d1a787
clip_168,annotation_168,A girl,The girl is dancing.,A doko and a background dancer.,,2026-06-03 17:58:37.623788,7,84512032ef284a23b481a0dc4bda7c70
clip_169,annotation_169,Two girls wearing Nepali dress,"Two girls wearing red cholos and a tilahari around their necks, arriving holding hanging lanterns in their hands.",At night the door of the house is open.,,2026-05-29 10:06:11.189506,5,7f2a3cbf796c4cc994461a884aa18cb1
clip_170,annotation_170,"A girl wearing the Sherpa community's traditional dress (chhuba, pangden, red-orange outer garment) right in front of the stone house",Dancing while making facial expressions to the camera near the house,A village area on a mountain slope where tall snow-covered mountains and hills can be seen behind,,2026-06-12 07:41:45.902337,5,b85e1a6eb532467d87057de8ee7b0906
clip_171,annotation_171,A woman and a man. The woman is wearing a dress and the man is wearing a plain shirt and jeans.,Both are seen walking together while talking,"An open courtyard, white chairs and tables, a stone floor, brick walls, and a house.",,2026-06-12 10:44:00.340365,4,d4f2f98bee7c49648e5b792ea5662492
clip_172,annotation_172,A boy and a girl,A boy and a girl are running,The background is full of greenery.,,2026-06-04 12:41:31.132207,7,1c6a0c2f72174375bc81693a8895e965
clip_173,annotation_173,A boy and a girl,A boy and a girl are warming their hands at the fire,A dimly lit room,,2026-06-01 11:26:57.220953,5,9e0038c1a5b44cc990651d63837d52d7
clip_174,annotation_174,A boy wearing a blue jeans jacket and having a mustache,The boy is making faces and smiling while making eye contact,Beautiful sunlight can be seen,,2026-06-01 11:19:34.835906,5,455c08ff0f804407b4493e7ac409df35
clip_175,annotation_175,"A traditional Magar dress: patuka (waistband), guniu (skirt), cholo (blouse)",Dancing keeping the rhythm of hands and feet,"Green grass everywhere, flags hanging in a flat area",,2026-06-04 11:56:51.603336,5,d1aee4401c434a9f885fd19393cae8cf
clip_176,annotation_176,A boy and a girl,Dancing with hands near the head,There is a house,,2026-06-03 18:00:02.712693,7,0a168dbf2068474ab343253b3b7fb857
clip_177,annotation_177,Boys and girls wearing Western-style dress,Boys and girls are dancing moving their hands and feet,Lights flickering in a big room with two doors,,2026-05-29 10:44:53.941557,5,25563f9fa8444996ada5df9abacbed21
clip_178,annotation_178,"People wearing Magar dress (dhaka topi, ista coat, patuka, choli, guniu and traditional sikki bead necklace)",Clapping hands and dancing in a fun manner,Everyone dressed up in the courtyard for some event or festival,,2026-06-04 12:01:31.348878,5,a21b6184dd71432a979ed57b37bf98b4
clip_179,annotation_179,"A young woman wearing a black-and-white mixed leopard-spotted top with open hair, and a young man wearing a brown full-sleeve t-shirt with a silver chain around his neck","The woman is cheerfully telling her thoughts to the young man, and the young man is listening to her and smiling as they walk side by side","A long corridor with a roof made of wooden pillars, and behind it a wall made of red bricks",,2026-06-12 10:26:32.019263,6,a68246b6b0944404b18cf6bc7498394f
clip_180,annotation_180,"The actor stands wearing a special combination of cultural and modern look. He is wearing a striped off-white kurta, a cloth with red-white borders over it, black pants and glasses, and has one hand on his head","The actor is dancing and making joyful hand gestures, doing hip-hop style dance and lip-syncing energetically","This scene is shot in a Himalayan village setting. In the background, old houses made of stone and tall bare mountains can be seen.",,2026-06-12 16:02:57.200651,5,835bcd8fd8a54873b3ac4735c3ecbb52
clip_181,annotation_181,Green slender trees with big branches,Thick fog is covering nicely,"What a beautiful scenery, covering the big trees",,2026-06-01 11:24:14.146462,5,c64fbbc6ca5546eaa4ea93c17ddddc28
clip_182,annotation_182,"A beautiful girl wearing hill-style traditional dress and a boy, inside a dimly lit room",Both are spinning wool together. The boy gives the girl the wool he has spun,A dimly lit room,,2026-05-29 19:27:23.731346,5,6b8905bce4e2493ea336859c42bd2bc1
clip_183,annotation_183,young men,dancing and carrying guns,village courtyard and guns,,2026-06-20 03:08:53.267558,8,b232ccfdd19d4281875414154a9d8359
clip_184,annotation_184,"a young man in a dhaka vest and dhoti with a patuka tied at his waist, and on his left and right two young women wearing flower-printed choli, fariya and yellow beads",performing a collective Nepali folk dance,"an open area of a temple or durbar compound, and artists in supporting roles wearing other cultural costumes",,2026-06-12 09:45:27.750847,6,6ff01753cd7f4aa199ea766841175f3f
clip_185,annotation_185,a long-haired boy wearing Nepali dress and a pretty girl with rosy cheeks,"both walking together, chatting while dragging the long garment; goats can be seen grazing on green grass","greenery all around, cold and gentle breeze blowing",,2026-05-29 19:32:31.808111,5,b3b24c3675df4fc8a52458c170c35c25
clip_186,annotation_186,a boy and a girl on green grass,"with his hand on the girl's shoulder, the boy and girl dance romantically",large Himalayan mountains,,2026-06-04 13:00:49.653507,5,7de408106a9b4fd5a9ee10097a11e75b
clip_187,annotation_187,"two young men wearing printed jackets and jeans, along with young women in kurta-suruwal and gunyo-choli with beaded necklaces on their necks",raising their hands in the air together and performing a collective folk dance,an open compound with old-style structures resembling a durbar complex,,2026-06-12 09:40:18.813184,6,cc8acb4d1eae434daf48658a00a86b60
clip_188,annotation_188,a boy,the boy is talking,wall and lights,,2026-06-03 17:52:49.291253,7,3b95c66e47b44928b79371aba8c44489
clip_189,annotation_189,men and women wearing Newari attire,dancing and singing,"trees, a mud-plastered house, men and women in Newari attire playing madal, and straw",,2026-06-12 11:22:33.128557,4,ea68cf76247f4158981bf17bb975dc09
clip_190,annotation_190,a boy and a girl,the boy is hugging the girl,sea,,2026-06-04 12:11:52.594692,7,9ca34b5982294d16a349828ba631cb58
clip_191,annotation_191,a man,sitting,wooden door and chair,,2026-06-20 03:12:47.979575,8,0125218d208049ccab11513a5a437d77
clip_192,annotation_192,"many people, with boys and girls visible among them",the lead actor and actress are smiling and laughing at each other,pumpkins hanging in a wooden structure,,2026-05-29 17:43:53.787448,5,d92f89f4f3f1431d91fa374584350df8
clip_193,annotation_193,a path made of rough stones and pebbles,people are coming and going along the path,houses made of mud and stone,,2026-06-04 17:49:32.267059,5,1ecc26e7a41146cf83d116e2f1ea3553
clip_194,annotation_194,"a beautiful woman with a small dimple under her chin, a sweet smile on her face, wearing a pink saree and jhumka earrings",standing and looking forward,a dark and hazy background with the glow of twinkling dim blue and yellow evening lights,,2026-06-04 18:06:23.309465,6,da75038ed79f4adc8170e6d5fcb81efd
clip_195,annotation_195,boys,the boys are singing songs,houses,,2026-06-04 12:46:38.119091,7,5b1dbdac98624e8e976089006a749fc2
clip_196,annotation_196,a young man wearing a white and cream-colored blazer,walking slowly with his hands in his pockets,"a dimly lit indoor place, decorated items can be seen",,2026-05-29 11:07:22.980966,5,efea600f85de47f8ab7181a0d5da907d
clip_197,annotation_197,"an attractive girl wearing the traditional Tibetan/Himalayan cultural dress ""Chuba"" (चुबा), common in the Himalayan region (Manang/Mustang), with a red sash tied around her waist; she also wears an attractive stone-made headpiece on her head",she is walking with a very happy and cheerful expression,a house made of stone and mud in a village setting; behind it bare mountains and farther away snow-covered Himalayas can be seen,,2026-06-12 16:09:44.333249,5,479e4c1315db46b6b1c59517788b0953
clip_198,annotation_198,boys wearing Magar dress in the courtyard,playing the damphu in time with the song,a courtyard in front of a traditional house,,2026-06-04 12:32:03.342517,5,43959e08246545b5825ab2c624d23a6a
clip_199,annotation_199,"many young people, some of them holding guns in their hands",dancing and having fun together with guns raised in their hands,"an indoor place decorated like a party with brick walls, colorful banners, star-shaped lights",,2026-07-11 05:09:41.332825,4,0d348c9106b84eecb9f5a4a13e93f39d
clip_200,annotation_200,"a beautiful, attractive girl with long flowing hair, a headband made of special stones on her head, blue-stone earrings, and wearing cultural dress","holding a small black goat kid under her arm, hugging and stroking it",a traditional hut-like place built in a village setting,,2026-06-12 15:51:55.510035,5,7ba81a64d60a4bf2be7d6124b68dce95
clip_201,annotation_201,Tharu girls wearing Tharu clothes,two girls and a boy enjoying watching the Tharu dance,came to watch the Tharu dance at night,,2026-05-29 09:11:19.534101,5,71f4e9354c4b499ab0c9db2d6cd9bb4e
clip_202,annotation_202,a beautiful woman wearing a pink saree and earrings with a sweet smile on her face,"they are dancing around her, keeping her at the center",dancers dressed in traditional Tharu attire holding burning oil lamps in their hands,,2026-06-04 18:19:44.589700,6,08931f91a6ab40c1a6c19f84f9cf3a2d
clip_203,annotation_203,"piano, guitar, drums and speakers can be seen",a girl is playing the piano while boys get ready to play the guitar and drums,"behind, pictures of Western artists (Michael Jackson and others) pasted on a brick wall",,2026-06-12 12:39:18.442283,5,c8e76c9db7ab4c3cb78d8decf053eec1
clip_204,annotation_204,a white-colored Bolero (vehicle),a Bolero carrying people speeding along a dirt road,a dirt road in the middle of trees on all sides,,2026-06-04 12:50:46.338361,5,90ada988f8aa45feb954e194d25838d5
clip_205,annotation_205,"on both sides of the main artist, mostly male artists wearing colorful traditional Nepali dress of the same style","the main artist in the middle pushes aside the male artists on both sides, grinning softly and showing his teeth","in the upper part, traditional dalo baskets and corn bunches can be seen hanging",,2026-05-29 16:45:54.095585,5,736b21a08c4449ec87c979435a2eaa29
clip_206,annotation_206,a girl,a girl is dancing,there is a house,,2026-06-03 18:02:29.018152,7,4581e200bc3f41f1ab34747ff051735d
clip_207,annotation_207,"a beautiful girl wearing yellow bangles, cholo and guniu; the boy is wearing a purple kurta and shiny white pants below",actors and actresses are shooting on a tree branch,bright sunlight around the tree; mountain ridges and an open sky can be seen,,2026-06-12 09:51:16.436869,5,55ff549185424896aa8b4e1386f60fce
clip_208,annotation_208,boys and girls,boys and girls are dancing,there is a Himalayan mountain,,2026-06-04 12:44:13.125708,7,cd3822f872744fa6af261919fb25b809
clip_209,annotation_209,Artists on a glacier (a handsome boy and a pretty girl),The girl dancing romantically while the boy kisses her hand,Glaciers all around and a snow drift formed by melting glaciers,,2026-06-04 12:12:49.010071,5,f24e2ea5481d4d7d9c0067ea65a92297
clip_210,annotation_210,A man playing the guitar,"Playing guitar, dancing and singing","Lakhe, madal, and women wearing Newari attire playing the madal, drum, Durbar Square",,2026-06-12 11:12:02.305372,4,254dc9747db54db89bf78c4ab7525462
clip_211,annotation_211,Boys wearing Nepali attire in the courtyard ready for shooting after forming a lively gang,Seeing the lead artist shake his waist the other male artists clap,Behind a traditional house with a big courtyard and a thatched roof house is visible,,2026-05-29 16:55:06.059087,5,0147e73bf94449759ca8ed423561cfd2
clip_212,annotation_212,A handsome boy with black glasses and a hot girl in white clothes,While the boy is sitting on a chair a hot girl from behind puts her hand on his shoulder attracting his attention,A bar scene with liquor bottles kept in the back,,2026-06-02 08:17:07.213437,5,11e3222e275e4d05932a31c564f62108
clip_213,annotation_213,The main couple in the middle dressed in bridal attire like wedding clothes,The two lead artists looking at each other laugh romantically in love and the actor hugs the actress from behind,A traditional wooden structure is visible,,2026-05-29 17:49:54.340164,5,43cc44330d69463cb43643378c51838c
clip_214,annotation_214,A boy and a girl wearing Nepali attire on the top of a hill of stone,A boy and a girl seen dancing on the grass holding hands and lying on the grass,Green grass is seen on top of a hill made of stone,,2026-05-29 17:56:07.422691,5,22e2d6ddbc9d49b18c17b9a4262021be
clip_215,annotation_215,Two boys and one girl wearing Newari clothes,A boy wearing Newari clothes with a red flower on his ear walking on the road holding hands,Houses with red mud and black tin roofs,,2026-05-29 09:54:48.080140,5,79e5658bccad439a84edda88b31897f8
clip_216,annotation_216,An attractive girl with long hair wearing traditional stone/bead jewelry and colorful cultural dress on her head,The girl looking very calm and emotional is seen looking upward at the sunlight coming from above,An old-looking dark place made of stone and cement where sunlight comes from above,,2026-06-12 15:43:05.559049,5,dea40e5cf959416796effffa984687f5
clip_217,annotation_217,A boy,A boy sitting and rubbing his chest,There are flowers on the ground,,2026-06-04 12:44:44.048930,7,ab7c1a69b17842738a45b771bf6021d3
clip_218,annotation_218,"Guitar, mandolin and djembe instruments",Youths playing instruments in rhythm of the song,"Mountains covered with fog and an old house made of stone, mud and wood",,2026-06-04 13:06:09.849819,5,4c11a35a7161404ea0f01466db4b1e0b
clip_219,annotation_219,A boy,A boy walking,There is a wall and a light is on,,2026-06-03 17:52:13.698509,7,aa50fb207d5c492bb91766634b4514c9
clip_220,annotation_220,A distraught Nepali youth wearing a torn white vest,Emerging from under the bridge onto the gravel riverbed and walking limply straight ahead taking steps forward,"A small concrete bridge, gravel riverbed and green tree branches and leaves",,2026-06-04 18:55:40.876807,6,5ad82f4e8bfa430eb854658d28175fc5
clip_221,annotation_221,A pretty angel-like girl wearing a red sweater and a scarf tied on her head,A girl walking carrying a basket made of wool. While walking she is seen looking back and smiling,A house made of wood,,2026-05-29 19:23:57.153789,5,66a326e1d3e44d7db060425b668e9c96
clip_222,annotation_222,a man in a blue shirt and a woman,the two moving closer together and dancing,"open courtyard, trees, a small pond, and flowers blooming on the bank of the pond",,2026-06-12 10:50:49.700808,4,b695ff9d09c542419f609529c14fb75b
clip_223,annotation_223,"a girl with a red saree, earrings on her ears and a tika on her forehead, looking extremely beautiful","while everyone dances to their own beat, a beautiful girl walks ahead and flirts with a boy, teasing him","the area behind appears quite dark, and the people at the back are seen in a blur",,2026-06-02 08:09:12.847016,5,0cc0d13fae41402498cf2e5f314e592f
clip_224,annotation_224,a white bus stopped on the road,a fair-skinned girl getting off the bus,there is a lamp post behind,,2026-05-29 08:36:15.068830,5,4bffda4418444ebb92b7a3676ee810a8
clip_225,annotation_225,a man wearing torn clothes,holding his hand on his stomach,bushes and trash,,2026-06-05 09:58:44.669110,4,dde96ac5ce5e45ae83232dafab3ba2cc
clip_226,annotation_226,"An old man in daura-suruwal, a dhaka topi, and a black coat in the courtyard of an old deserted house.",The old man walks around the courtyard shouting into a microphone.,A house and some trees can be seen in the background.,,2026-06-04 12:16:44.937248,5,5f586a5d2d0942ff98724710cdcd74b0
clip_227,annotation_227,girls,dancing waving their hands,girls dancing,,2026-05-30 05:09:44.789130,7,372cd07e0f5a4956b0ec570ccc2e0dbf
clip_228,annotation_228,"a tired Nepali youth seen as if just waking up after resting on a chautari, wearing a torn white vest",getting up and walking straight ahead with sluggish steps,a traditional chautari paved with stone and cement in a rural setting surrounded by green bushes and tree roots hanging around,,2026-06-04 18:42:30.167378,6,f3d092df4a9a40ffa454f1b279afbbf6
clip_229,annotation_229,"girls wearing (patuka, cholo, guniu, tilahari on the waist and sirbandi on the head) in the courtyard of a house",singing a song and dancing while matching the movement of their hands and feet,ears of corn hanging in an old house,,2026-06-04 12:36:07.862077,5,2ed18d23334448d6a2b3eab74a711a90
clip_230,annotation_230,"a beautiful young woman with loose hair, wearing a colorful traditional stone bead necklace around her neck and a white and pink chuba","the young woman, sad and at the point of crying, wiping away her tears with her hand",behind is a big blue curtain/wall and a blue screen/background visible,,2026-06-12 20:32:25.214795,5,91bd31d7531844228114686753f467ed
clip_231,annotation_231,young men wearing Magar dress with peacock feathers seen behind them,dancing casually,a stage/platform in a flat field in the hills,,2026-06-03 17:33:11.905495,5,02f825963eed4a01921225318fdce26c
clip_232,annotation_232,A person in black western-style clothing with a headchain worn around the head.,His long hair flutters gently in the wind as he walks at a leisurely pace.,"A long, winding dry riverbed can be seen behind him.",,2026-06-04 12:07:28.307945,5,5aa0bea5c9c84a0d8e07d9761f2ad80b
clip_233,annotation_233,two people wearing new clothes in a cold hilly area,"two people are walking in a hilly field. one is carrying a doko/basket, the other is carrying goods in his hand.","hills and jungle, large trees, covered with clouds and fog",,2026-05-29 18:55:56.272965,5,7810696adde54033936bc33e9de30b27
clip_234,annotation_234,Magar men and women wearing Magar dress,Magar women dancing with their hands on their waists,colorful flags hung in a green grass field,,2026-06-03 17:20:45.072620,5,f20c5e16cd03414cabb6d0bca53804a9
clip_235,annotation_235,"Because the sun and light hit the camera, the bus and the people on top of it appear black",A vehicle running on the road,"Open sky and bright sun, and when the sun was about to set, the horizon was seen",,2026-06-12 07:57:01.990627,5,d5448e5aee2e4ae8b39d5c97d22d70fe
clip_236,annotation_236,Boy,A boy is walking,Blue sky,,2026-06-04 12:05:17.232978,7,d684c7cd7aa749a1aca569803c3695b2
clip_237,annotation_237,"A girl wearing a tilahari on her neck, a sirbandi on her head, and a cholo",Girls walking on the village road,The village road,,2026-06-04 12:56:15.024624,5,8e7be9908b2c4efeb56a2daad67c222e
clip_238,annotation_238,A Nepali young man and a Nepali woman,looking at,"flowers, greenery",,2026-06-05 10:24:37.916979,4,303fe2048cf242cb892a7a2b0d6b53f3
clip_239,annotation_239,Boys wearing daura suruwal and girls wearing gunyu cholo seated in the courtyard,"Boys and girls in Nepali attire singing songs, and one boy and girl standing and holding hands while dancing","An old two-story house with a big courtyard, with corn hung on the beams",,2026-05-29 10:26:12.090559,5,3fa8eaad32b34509b33823c7c065cac3
clip_240,annotation_240,A boy wearing a black topi (cap),The boy keeps moving his hand toward the black topi and keeps looking forward,A dimly lit area,,2026-06-12 18:30:09.660053,7,b08b9c910d254b3fb6ac0d0259b6cef2
clip_241,annotation_241,"A boy wearing a white shirt and cap, holding a book in his hand, standing inside a telephone booth",A boy making a call from a telephone booth,A red telephone in a telephone booth without glass,,2026-05-29 10:36:11.231463,5,49623723ca25478d889b8030c924e7cc
clip_242,annotation_242,A girl and a boy seated on a bike,A girl wearing yellow clothes riding a green Bullet bike,A banana grove seen on the side of the road,,2026-05-29 08:39:55.502044,5,6a40b9d3291043f697c62f710d4a6ca4
clip_243,annotation_243,"On green grass, with a straw pile on one side and a doko basket on the other, girls in Nepali attire are seen in the middle","The lead actress in the middle, along with the co-dancers, is seen dancing with hands on their waists","Large traditional houses where baskets, pumpkins, and hung corn are seen",,2026-05-29 18:05:56.898934,5,a84b3ff929164b39b819e08227e432ad
clip_244,annotation_244,A boy with a grown beard and mustache,The boy is lost in thought after seeing a pretty girl,The background is blurred,,2026-06-04 17:59:50.721161,5,f02964881a7f4ee6bde866c909f91df9
clip_245,annotation_245,"Two microphone stands, a drum, and a guitar",Three boys are playing the drum and guitar while singing songs,"A disco light is lit at first, and smoke is seen coming from behind",,2026-05-29 10:57:16.777028,5,32cc83c1e0fa4041a0536e41c5fb7d0c
clip_246,annotation_246,A boy and a girl are near the riverbank,The boy and girl are running near the riverbank and holding each other's hands,"Flowers have bloomed near the riverbank, and trees are seen a bit farther away",,2026-05-29 08:55:20.108081,5,7ac0ce338b024adaa908f8e747daf988
clip_247,annotation_247,"A temple with fine woodwork, whose sloped roof has a shiny pinnacle on top, and a long cultural cloth is seen hanging from the pinnacle down to the bottom",Some people are seen coming and going to the temple to perform worship,A big green mountain is seen behind the temple,,2026-06-12 08:20:30.696184,5,dc8f16ea34034aa5a2ec4d49dbe626c7
clip_248,annotation_248,A white dog on top of a glass table,Playing with the dog and cleaning the shop,"A photo studio where work like taking photos, photocopying and lamination is done",,2026-06-04 18:06:02.927376,5,1d13e9a307d94e3192bba945f35bd623
